datetime,se1_unspecified_generation,se2_unspecified_generation,se3_unspecified_generation,se4_unspecified_generation,se1_hydro_generation,se2_hydro_generation,se3_hydro_generation,se4_hydro_generation,se1_wind_generation,se2_wind_generation,se3_wind_generation,se4_wind_generation,se3_nuclear_generation,se1_thermal_generation,se2_thermal_generation,se3_thermal_generation,se4_thermal_generation,se1_solar_generation,se2_solar_generation,se3_solar_generation,se4_solar_generation,se1_energy_storage_generation,se2_energy_storage_generation,se3_energy_storage_generation,se4_energy_storage_generation,se1_wind_onshore,se2_wind_onshore,se3_wind_onshore,se4_wind_onshore,se1_wind_offshore,se2_wind_offshore,se3_wind_offshore,se4_wind_offshore
2018-01-01 11:00:00,0.0,0.02501,11.59657,20.106972,2219.316555,3369.348715,1246.365185,283.01715,107.626047,598.610052,291.526181,1203.802877,8533.36,30.903,138.303244,690.776184,182.301407,0.0,0.009802,0.148715,0.580788,,,,,,,,,,,,
2018-01-01 12:00:00,0.0009,0.01325,11.53581,20.374102,2122.492818,3822.569291,1263.046692,282.669916,93.693984,544.502444,360.68262,1147.673011,8530.83,30.83336,136.332649,684.253677,181.319797,0.0,0.009401,0.222501,0.378909,,,,,,,,,,,,
2018-01-01 13:00:00,0.0003,0.00418,11.75489,20.451907,2149.522204,3884.660729,1268.010931,283.208682,78.974196,504.041862,416.771131,1190.254851,8531.87,30.72548,142.336326,685.920635,189.514463,0.0,0.009511,0.187733,0.257175,,,,,,,,,,,,
2018-01-01 14:00:00,0.0,0.00552,11.84916,20.126857,2321.465133,3930.053638,1280.081839,283.330638,66.532664,437.626233,457.116045,1209.779418,8533.08,30.71916,139.499789,686.92056,198.450347,0.0,0.008251,0.080832,0.111435,,,,,,,,,,,,
2018-01-01 15:00:00,0.0,0.00322,11.19692,20.106337,2625.279089,4045.657556,1287.146493,282.916406,65.762168,396.603157,430.642385,1250.19662,8532.86,30.444,137.50308,690.237931,193.138033,0.0,0.0081,0.03546,0.036897,,,,,,,,,,,,
2018-01-01 16:00:00,0.0,0.00025,11.08394,20.426132,2823.404623,4222.432962,1283.773692,282.588116,74.136799,368.932448,417.597038,1281.472958,8532.49,30.44092,139.28704,691.639868,190.000427,0.0,0.011101,0.030384,0.030748,,,,,,,,,,,,
2018-01-01 17:00:00,0.0,0.00043,11.613,20.338552,2922.473568,4310.171696,1283.935196,282.43934,84.390178,322.128705,429.643864,1226.532765,8531.41,29.55464,137.578187,694.92543,190.13595,0.0,0.00595,0.036545,0.028613,,,,,,,,,,,,
2018-01-01 18:00:00,0.0,0.00392,11.66048,20.889547,2833.240471,4282.046022,1293.5877,282.221317,84.78843,326.776071,473.202621,1228.851175,8531.99,29.00652,139.188096,703.266971,187.959719,0.0,0.00595,0.035802,0.038462,,,,,,,,,,,,
2018-01-01 19:00:00,0.0,0.0,11.56498,20.639132,2777.413537,4163.399374,1280.127088,282.152003,78.413883,298.899241,529.825313,1175.229727,8532.53,29.03524,137.61263,707.767728,188.744087,0.0,0.0058,0.031517,0.029133,,,,,,,,,,,,
2018-01-01 20:00:00,0.0,0.00553,11.55338,19.374371,2625.908812,4081.461281,1262.815932,281.877377,68.274351,242.113592,620.453751,1068.95371,8532.52,28.9704,134.403886,703.365724,188.59064,0.0,0.00465,0.030492,0.030106,,,,,,,,,,,,
2018-01-01 21:00:00,0.0,0.00712,11.62494,16.383793,2648.336181,4075.854446,1269.800764,280.831562,56.531933,225.718988,666.672731,1013.411676,8531.75,28.87852,136.185289,706.711362,189.168127,0.0,0.00568,0.025211,0.031808,,,,,,,,,,,,
2018-01-01 22:00:00,0.0,0.00601,11.57449,16.420453,2352.920272,3773.756775,1216.701288,281.68597,49.801273,220.058336,735.013699,940.036244,8532.12,27.02224,134.959204,698.308499,182.17776,0.0,0.005501,0.022666,0.033395,,,,,,,,,,,,
2018-01-01 23:00:00,0.0003,0.01261,11.60702,16.660163,1726.962766,3072.94014,1189.203065,281.325857,46.564564,212.05949,852.692972,863.029253,8530.7,28.85528,136.216963,698.468489,177.004813,0.0,0.00435,0.021251,0.029849,,,,,,,,,,,,
2018-01-02 00:00:00,0.0027,0.02181,11.50837,13.71824,1271.347207,2372.347158,1177.876699,281.310512,36.136513,204.681793,862.699965,781.290964,8531.45,30.37776,135.28834,693.092041,173.965227,0.0,0.00435,0.022285,0.029051,,,,,,,,,,,,
