datetime,se1_profiled_supply_losses,se2_profiled_supply_losses,se3_profiled_supply_losses,se4_profiled_supply_losses,se1_metered_losses,se2_metered_losses,se3_metered_losses,se4_metered_losses
2018-11-26 16:00:00,-31.783423,-58.855363,-422.123644,-134.088895,,,,
2018-11-26 17:00:00,-32.381363,-60.363975,-450.044399,-143.264567,,,,
2018-11-26 18:00:00,-31.85866,-59.710071,-455.928766,-144.088211,,,,
2018-11-26 19:00:00,-31.275628,-58.848009,-451.384912,-141.20477,,,,
2018-11-26 20:00:00,-30.684185,-57.655333,-435.716044,-135.731149,,,,
2018-11-26 21:00:00,-29.671385,-56.30559,-417.240542,-129.900383,,,,
2018-11-26 22:00:00,-28.277645,-54.07327,-389.972499,-121.631556,,,,
2018-11-26 23:00:00,-26.896452,-51.549773,-363.537829,-114.033769,,,,
2018-11-27 00:00:00,-25.98418,-50.410896,-349.213292,-110.386664,,,,
2018-11-27 01:00:00,-25.630278,-50.011765,-345.063664,-109.804951,,,,
2018-11-27 02:00:00,-25.572859,-50.32229,-345.535556,-110.988635,,,,
2018-11-27 03:00:00,-25.825167,-51.231686,-349.392492,-112.556565,,,,
2018-11-27 04:00:00,-26.617008,-53.287592,-357.366427,-115.250554,,,,
2018-11-27 05:00:00,-27.855572,-56.285099,-375.206215,-120.955751,,,,
2018-11-27 06:00:00,-29.433675,-59.93445,-408.959887,-131.288701,,,,
2018-11-27 07:00:00,-29.964234,-61.636308,-433.286071,-138.813611,,,,
2018-11-27 08:00:00,-29.179427,-60.229257,-425.904578,-137.343245,,,,
2018-11-27 09:00:00,-28.854796,-59.655616,-419.890333,-134.316157,,,,
2018-11-27 10:00:00,-28.774294,-58.50339,-407.30738,-128.89803,,,,
2018-11-27 11:00:00,-28.661271,-57.156558,-394.409098,-123.872587,,,,
2018-11-27 12:00:00,-28.688657,-56.149519,-384.354721,-119.567102,,,,
2018-11-27 13:00:00,-28.978408,-55.939459,-376.987833,-116.046501,,,,
2018-11-27 14:00:00,-30.389638,-57.798409,-382.598059,-116.886723,,,,
2018-11-27 15:00:00,-32.267665,-62.536496,-410.353877,-124.530306,,,,
2018-11-27 16:00:00,-34.021075,-67.109143,-452.654078,-141.414985,,,,
2018-11-27 17:00:00,-34.604302,-68.763332,-483.528882,-151.639067,,,,
2018-11-27 18:00:00,-34.220557,-67.999174,-491.199863,-153.548309,,,,
2018-11-27 19:00:00,-33.902659,-67.339956,-488.550402,-152.37227,,,,
2018-11-27 20:00:00,-33.282519,-66.385397,-477.027765,-148.849454,,,,
2018-11-27 21:00:00,-32.305206,-64.756331,-457.974527,-143.190414,,,,
2018-11-27 22:00:00,-30.889463,-62.324354,-431.398985,-135.382731,,,,
2018-11-27 23:00:00,-29.3579,-59.756229,-404.88011,-127.638976,,,,
2018-11-28 00:00:00,-28.592872,-58.55881,-391.943689,-124.158625,,,,
2018-11-28 01:00:00,-28.164391,-58.315367,-388.257553,-122.758562,,,,
2018-11-28 02:00:00,-28.218717,-58.719645,-389.415888,-123.347273,,,,
2018-11-28 03:00:00,-28.711413,-59.903392,-394.635287,-124.336571,,,,
2018-11-28 04:00:00,-29.612551,-61.89854,-403.252508,-125.838154,,,,
2018-11-28 05:00:00,-30.649033,-64.979833,-422.559009,-130.659177,,,,
2018-11-28 06:00:00,-31.956199,-68.606842,-456.283616,-140.249857,,,,
2018-11-28 07:00:00,-32.344263,-70.128977,-480.247324,-146.661362,,,,
2018-11-28 08:00:00,-31.552473,-68.959052,-472.636075,-143.778573,,,,
2018-11-28 09:00:00,-30.979136,-68.078602,-463.956109,-139.353563,,,,
2018-11-28 10:00:00,-30.655287,-66.639063,-448.633899,-133.255888,,,,
2018-11-28 11:00:00,-30.254991,-64.824322,-432.267477,-127.841751,,,,
2018-11-28 12:00:00,-29.95675,-63.022748,-419.364037,-123.207565,,,,
2018-11-28 13:00:00,-29.920016,-62.59321,-410.199936,-119.717428,,,,
2018-11-28 14:00:00,-31.255602,-63.905162,-413.713965,-119.642932,,,,
2018-11-28 15:00:00,-32.877074,-68.211764,-439.301459,-126.300507,,,,
2018-11-28 16:00:00,-34.398336,-72.109517,-473.082561,-139.470927,,,,
2018-11-28 17:00:00,-34.851217,-73.324454,-496.973277,-146.545845,,,,
2018-11-28 18:00:00,-34.326635,-72.046557,-496.945781,-145.91267,,,,
2018-11-28 19:00:00,-33.904915,-70.616314,-486.059612,-142.186733,,,,
2018-11-28 20:00:00,-33.165817,-68.583394,-465.800212,-136.22135,,,,
2018-11-28 21:00:00,-32.328577,-65.942103,-438.563566,-128.652326,,,,
2018-11-28 22:00:00,-31.01379,-62.638083,-404.418936,-119.414973,,,,
2018-11-28 23:00:00,-29.585142,-58.77119,-367.778714,-110.56328,,,,
2018-11-29 00:00:00,-28.833191,-56.374136,-344.605292,-105.495152,,,,
2018-11-29 01:00:00,-28.528885,-54.825632,-332.3324,-103.164273,,,,
2018-11-29 02:00:00,-28.653269,-53.876502,-326.880926,-102.083222,,,,
2018-11-29 03:00:00,-28.996411,-53.454857,-324.993022,-102.334073,,,,
2018-11-29 04:00:00,-29.759143,-53.946621,-328.017854,-103.318671,,,,
2018-11-29 05:00:00,-30.641371,-55.619582,-341.186016,-107.369974,,,,
2018-11-29 06:00:00,-31.598137,-58.214089,-370.472536,-116.119716,,,,
2018-11-29 07:00:00,-31.612298,-58.945312,-390.006736,-122.923801,,,,
2018-11-29 08:00:00,-30.720258,-57.191938,-381.633046,-121.154717,,,,
2018-11-29 09:00:00,-29.829853,-55.735313,-377.169726,-120.775946,,,,
2018-11-29 10:00:00,-29.435168,-54.963164,-375.664901,-121.315134,,,,
2018-11-29 11:00:00,-28.953257,-54.350985,-376.398864,-122.613218,,,,
2018-11-29 12:00:00,-28.614423,-53.749327,-376.178517,-122.17306,,,,
2018-11-29 13:00:00,-28.358996,-53.13312,-374.968822,-121.445714,,,,
2018-11-29 14:00:00,-29.05545,-54.016233,-379.79538,-122.814521,,,,
2018-11-29 15:00:00,-29.702564,-56.613059,-397.885114,-128.34122,,,,
2018-11-29 16:00:00,-30.665824,-58.932994,-420.101461,-137.408818,,,,
2018-11-29 17:00:00,-30.541547,-59.435239,-436.887047,-141.972286,,,,
2018-11-29 18:00:00,-29.831126,-57.968326,-436.410315,-140.40874,,,,
2018-11-29 19:00:00,-29.066238,-56.503911,-426.668471,-136.239191,,,,
2018-11-29 20:00:00,-28.231911,-54.751545,-408.639836,-129.820969,,,,
2018-11-29 21:00:00,-27.122987,-52.523904,-384.739257,-122.601323,,,,
2018-11-29 22:00:00,-25.542638,-49.420676,-354.19136,-113.365336,,,,
2018-11-29 23:00:00,-24.004624,-46.00807,-322.453567,-104.76092,,,,
2018-11-30 00:00:00,-22.803235,-44.019339,-302.638403,-99.664201,,,,
2018-11-30 01:00:00,-22.365334,-42.911706,-292.135558,-97.051453,,,,
2018-11-30 02:00:00,-22.137354,-42.545651,-288.104704,-96.072796,,,,
2018-11-30 03:00:00,-22.441828,-42.754931,-287.727356,-96.061612,,,,
2018-11-30 04:00:00,-23.053914,-43.560676,-291.098829,-96.975868,,,,
2018-11-30 05:00:00,-24.040737,-45.551047,-303.7203,-100.512224,,,,
2018-11-30 06:00:00,-25.283116,-48.501977,-331.971241,-109.195199,,,,
2018-11-30 07:00:00,-25.669411,-49.888368,-354.774861,-116.60915,,,,
2018-11-30 08:00:00,-25.381627,-49.112739,-352.94374,-116.36386,,,,
2018-11-30 09:00:00,-25.017871,-48.201794,-352.193107,-116.330475,,,,
2018-11-30 10:00:00,-24.74759,-47.536824,-354.230427,-116.32807,,,,
2018-11-30 11:00:00,-24.633084,-47.300758,-355.625501,-116.52071,,,,
2018-11-30 12:00:00,-24.640022,-46.911733,-356.028724,-116.572366,,,,
2018-11-30 13:00:00,-24.709114,-46.752677,-355.289912,-116.371485,,,,
2018-11-30 14:00:00,-25.729747,-48.316647,-361.711085,-118.564281,,,,
2018-11-30 15:00:00,-26.501278,-50.947429,-379.013701,-124.068194,,,,
2018-11-30 16:00:00,-27.517392,-53.225029,-399.262886,-132.078303,,,,
2018-11-30 17:00:00,-27.574967,-53.684872,-413.023571,-135.730072,,,,
2018-11-30 18:00:00,-26.827087,-52.138993,-410.084554,-133.535112,,,,
2018-11-30 19:00:00,-26.084043,-50.514002,-395.556843,-127.978837,,,,
2018-11-30 20:00:00,-24.994439,-48.482115,-374.197973,-121.19734,,,,
2018-11-30 21:00:00,-23.859639,-46.652626,-354.033547,-115.018936,,,,
2018-11-30 22:00:00,-22.951942,-44.640345,-334.254273,-108.492785,,,,
2018-11-30 23:00:00,-21.661064,-42.154805,-311.365211,-101.553367,,,,
2018-12-01 00:00:00,-21.329213,-40.730772,-290.674133,-92.250968,,,,
2018-12-01 01:00:00,-20.738875,-39.452116,-278.848031,-89.060668,,,,
2018-12-01 02:00:00,-20.384877,-38.750897,-272.310805,-87.205487,,,,
2018-12-01 03:00:00,-20.276519,-38.557417,-270.083601,-86.468727,,,,
2018-12-01 04:00:00,-20.420509,-38.833302,-270.835512,-86.47362,,,,
2018-12-01 05:00:00,-20.698188,-39.58681,-274.431986,-87.305342,,,,
2018-12-01 06:00:00,-21.218673,-40.840918,-283.145896,-89.83911,,,,
2018-12-01 07:00:00,-22.205898,-42.793992,-299.050172,-94.634433,,,,
2018-12-01 08:00:00,-23.506873,-44.640952,-321.48788,-100.19209,,,,
2018-12-01 09:00:00,-24.370161,-46.685857,-343.903701,-105.320467,,,,
2018-12-01 10:00:00,-25.102462,-48.22194,-358.400031,-108.123862,,,,
2018-12-01 11:00:00,-25.378033,-48.268059,-364.732828,-109.464334,,,,
2018-12-01 12:00:00,-25.535155,-48.349983,-367.446976,-109.08034,,,,
2018-12-01 13:00:00,-25.848946,-48.028539,-364.868406,-107.691917,,,,
2018-12-01 14:00:00,-26.52746,-49.267669,-364.989543,-107.399615,,,,
2018-12-01 15:00:00,-27.310943,-51.726954,-377.209174,-110.85288,,,,
2018-12-01 16:00:00,-28.018194,-53.475096,-389.401512,-116.632584,,,,
2018-12-01 17:00:00,-27.918256,-53.555653,-395.04627,-118.807835,,,,
2018-12-01 18:00:00,-27.384518,-51.873702,-388.183638,-115.883543,,,,
2018-12-01 19:00:00,-26.442194,-49.962946,-372.3423,-110.342097,,,,
2018-12-01 20:00:00,-25.493858,-48.02399,-353.568068,-104.406219,,,,
2018-12-01 21:00:00,-24.620953,-46.290762,-334.533286,-99.190843,,,,
2018-12-01 22:00:00,-23.634036,-44.226597,-314.5149,-93.432537,,,,
2018-12-01 23:00:00,-22.418464,-42.106911,-294.490041,-87.869535,,,,
2018-12-02 00:00:00,-21.582,-40.381185,-275.82502,-82.626721,,,,
2018-12-02 01:00:00,-20.909111,-39.049058,-263.22294,-79.158198,,,,
2018-12-02 02:00:00,-20.689854,-38.481583,-256.495984,-77.366079,,,,
2018-12-02 03:00:00,-20.640311,-38.385081,-253.555645,-76.596103,,,,
2018-12-02 04:00:00,-20.640288,-38.635167,-253.028902,-76.738518,,,,
2018-12-02 05:00:00,-20.951718,-39.376333,-255.521837,-77.5157,,,,
2018-12-02 06:00:00,-21.497336,-40.523972,-262.349792,-79.762845,,,,
2018-12-02 07:00:00,-22.186989,-42.137435,-275.815463,-83.951885,,,,
2018-12-02 08:00:00,-23.549398,-44.260061,-294.542592,-89.118416,,,,
2018-12-02 09:00:00,-24.472052,-46.08639,-318.269223,-95.77847,,,,
2018-12-02 10:00:00,-25.230853,-47.509492,-335.284345,-100.461467,,,,
2018-12-02 11:00:00,-25.84387,-48.067004,-344.907404,-103.94844,,,,
2018-12-02 12:00:00,-25.664918,-47.986079,-348.741344,-105.201519,,,,
2018-12-02 13:00:00,-25.825272,-47.932109,-349.112133,-105.147228,,,,
2018-12-02 14:00:00,-26.578977,-49.245137,-351.118354,-105.09625,,,,
2018-12-02 15:00:00,-27.334047,-51.564215,-362.726704,-108.393792,,,,
2018-12-02 16:00:00,-28.155756,-53.432347,-374.07713,-113.330135,,,,
2018-12-02 17:00:00,-28.204348,-53.301016,-383.259503,-116.176254,,,,
2018-12-02 18:00:00,-27.722196,-52.07529,-381.526195,-115.025366,,,,
2018-12-02 19:00:00,-27.282193,-50.887668,-371.801342,-111.269559,,,,
2018-12-02 20:00:00,-26.429967,-49.201819,-354.93657,-105.847254,,,,
2018-12-02 21:00:00,-25.271342,-47.0072,-330.217226,-98.745018,,,,
2018-12-02 22:00:00,-23.68463,-44.042744,-299.838741,-90.025374,,,,
2018-12-02 23:00:00,-22.086523,-40.772635,-270.354459,-81.554744,,,,
2018-12-03 00:00:00,-21.199503,-38.776698,-251.745017,-76.125594,,,,
2018-12-03 01:00:00,-20.802214,-37.752337,-242.796356,-73.306497,,,,
2018-12-03 02:00:00,-20.724724,-37.604719,-239.840594,-72.175393,,,,
2018-12-03 03:00:00,-21.165265,-37.863843,-239.486796,-71.513546,,,,
2018-12-03 04:00:00,-21.607377,-38.939675,-242.858298,-72.002859,,,,
2018-12-03 05:00:00,-22.691816,-41.169094,-255.885032,-75.314206,,,,
2018-12-03 06:00:00,-24.187336,-44.386731,-284.786828,-83.525669,,,,
2018-12-03 07:00:00,-24.686277,-46.151697,-306.473187,-89.465716,,,,
2018-12-03 08:00:00,-24.674363,-45.871585,-303.064412,-87.925466,,,,
2018-12-03 09:00:00,-24.354977,-45.123971,-299.631644,-86.583453,,,,
2018-12-03 10:00:00,-24.299414,-45.102922,-300.682768,-86.393399,,,,
2018-12-03 11:00:00,-24.461338,-45.46044,-302.029773,-87.167,,,,
2018-12-03 12:00:00,-24.522666,-45.43314,-302.488969,-86.288457,,,,
2018-12-03 13:00:00,-24.87232,-45.601519,-299.722789,-84.713345,,,,
2018-12-03 14:00:00,-25.817584,-47.11932,-303.639217,-85.225494,,,,
2018-12-03 15:00:00,-26.773213,-49.618253,-322.344861,-90.520738,,,,
2018-12-03 16:00:00,-28.253644,-52.330021,-344.95122,-100.829286,,,,
2018-12-03 17:00:00,-28.798364,-53.379025,-365.1618,-107.127311,,,,
2018-12-03 18:00:00,-28.298518,-52.201127,-366.571619,-106.895383,,,,
2018-12-03 19:00:00,-27.783249,-50.828879,-357.679227,-103.436656,,,,
2018-12-03 20:00:00,-26.918984,-48.918252,-338.447699,-98.154306,,,,
2018-12-03 21:00:00,-26.173376,-47.091588,-317.445637,-92.58586,,,,
2018-12-03 22:00:00,-24.496706,-44.117514,-286.321234,-84.428666,,,,
2018-12-03 23:00:00,-22.954919,-40.679682,-255.39358,-76.483326,,,,
2018-12-04 00:00:00,-22.113708,-38.852809,-237.541917,-72.420074,,,,
2018-12-04 01:00:00,-21.731283,-37.991038,-228.566816,-70.579923,,,,
2018-12-04 02:00:00,-21.838423,-37.854026,-226.539088,-70.255901,,,,
2018-12-04 03:00:00,-22.157653,-38.248961,-227.654896,-70.391827,,,,
2018-12-04 04:00:00,-23.013993,-39.19959,-232.570384,-72.018403,,,,
2018-12-04 05:00:00,-24.265486,-41.447472,-247.205114,-76.585438,,,,
2018-12-04 06:00:00,-25.665819,-44.679608,-279.217378,-86.270878,,,,
2018-12-04 07:00:00,-26.388717,-46.327849,-303.50404,-93.811641,,,,
2018-12-04 08:00:00,-26.116042,-45.711868,-299.409844,-92.402545,,,,
2018-12-04 09:00:00,-25.806106,-44.683117,-296.776611,-91.821928,,,,
2018-12-04 10:00:00,-25.688275,-44.688757,-298.273581,-91.447698,,,,
2018-12-04 11:00:00,-25.720496,-44.861287,-300.795305,-91.27633,,,,
2018-12-04 12:00:00,-25.755916,-45.106108,-303.49502,-90.008096,,,,
2018-12-04 13:00:00,-25.850675,-45.439,-304.111094,-89.939332,,,,
2018-12-04 14:00:00,-26.946692,-47.198807,-312.230204,-92.092523,,,,
2018-12-04 15:00:00,-27.927757,-50.27036,-337.412442,-99.52762,,,,
2018-12-04 16:00:00,-29.241633,-53.356222,-368.34525,-112.414299,,,,
2018-12-04 17:00:00,-29.699963,-54.607956,-393.721789,-120.280273,,,,
2018-12-04 18:00:00,-29.127952,-53.593855,-398.685509,-120.520654,,,,
2018-12-04 19:00:00,-28.770147,-52.681791,-395.095659,-118.040013,,,,
2018-12-04 20:00:00,-28.05935,-51.403155,-383.54851,-114.02203,,,,
2018-12-04 21:00:00,-27.142581,-49.669663,-362.325291,-108.202815,,,,
2018-12-04 22:00:00,-25.531203,-46.931802,-332.74226,-99.900506,,,,
2018-12-04 23:00:00,-23.822002,-43.983281,-304.468501,-92.10976,,,,
2018-12-05 00:00:00,-23.042888,-42.421072,-288.402002,-88.247075,,,,
2018-12-05 01:00:00,-22.672654,-41.959946,-285.998143,-86.598475,,,,
2018-12-05 02:00:00,-22.750554,-42.130789,-285.832541,-86.70791,,,,
2018-12-05 03:00:00,-23.221465,-42.766951,-290.458347,-87.411741,,,,
2018-12-05 04:00:00,-23.972575,-44.135761,-298.355791,-89.125759,,,,
2018-12-05 05:00:00,-24.99207,-46.687657,-316.42009,-93.678892,,,,
2018-12-05 06:00:00,-26.595129,-50.341856,-351.387868,-103.507,,,,
2018-12-05 07:00:00,-27.194579,-51.968834,-377.381645,-111.191779,,,,
2018-12-05 08:00:00,-26.997654,-51.581918,-373.890985,-109.621452,,,,
2018-12-05 09:00:00,-26.438311,-50.435245,-369.199347,-108.078039,,,,
2018-12-05 10:00:00,-26.365412,-50.161074,-362.434711,-104.385116,,,,
2018-12-05 11:00:00,-26.508176,-49.695916,-353.845179,-100.708061,,,,
2018-12-05 12:00:00,-26.574295,-49.443351,-347.375356,-98.060629,,,,
2018-12-05 13:00:00,-26.857023,-49.55613,-342.551987,-97.041613,,,,
2018-12-05 14:00:00,-28.014543,-51.527122,-349.969633,-98.66168,,,,
2018-12-05 15:00:00,-29.239322,-55.302839,-378.706808,-105.862979,,,,
2018-12-05 16:00:00,-30.619186,-58.585548,-412.141714,-118.154292,,,,
2018-12-05 17:00:00,-31.212522,-59.76634,-434.516511,-124.57697,,,,
2018-12-05 18:00:00,-31.007533,-58.694774,-436.295907,-123.921757,,,,
2018-12-05 19:00:00,-30.641912,-57.692844,-428.501491,-121.506938,,,,
2018-12-05 20:00:00,-29.985606,-56.153281,-411.424162,-116.700771,,,,
2018-12-05 21:00:00,-29.032804,-54.321243,-388.691239,-110.960631,,,,
2018-12-05 22:00:00,-27.601888,-51.450819,-358.622158,-102.862737,,,,
2018-12-05 23:00:00,-26.123489,-48.404558,-327.590589,-94.182951,,,,
2018-12-06 00:00:00,-25.259798,-46.671825,-308.147482,-89.352202,,,,
2018-12-06 01:00:00,-25.062755,-46.09803,-299.202665,-87.287931,,,,
2018-12-06 02:00:00,-25.150294,-46.145828,-295.404855,-86.650833,,,,
2018-12-06 03:00:00,-25.746311,-46.827675,-294.626297,-86.424818,,,,
2018-12-06 04:00:00,-26.714199,-48.46321,-298.8414,-87.207257,,,,
2018-12-06 05:00:00,-28.091675,-51.298585,-313.320639,-90.595648,,,,
2018-12-06 06:00:00,-29.689812,-55.155329,-344.369356,-99.04606,,,,
2018-12-06 07:00:00,-30.594393,-57.003116,-367.713483,-105.701129,,,,
2018-12-06 08:00:00,-30.381565,-56.720117,-363.025073,-104.045146,,,,
2018-12-06 09:00:00,-30.15508,-55.813583,-357.954056,-102.60235,,,,
2018-12-06 10:00:00,-30.241361,-55.312537,-355.078185,-102.550441,,,,
2018-12-06 11:00:00,-30.304666,-54.44426,-351.224059,-102.805435,,,,
2018-12-06 12:00:00,-30.18383,-53.910942,-349.793527,-102.449223,,,,
2018-12-06 13:00:00,-30.463263,-54.035734,-347.741489,-102.039034,,,,
2018-12-06 14:00:00,-31.934307,-56.641581,-355.464146,-103.392604,,,,
2018-12-06 15:00:00,-33.339511,-61.044613,-379.878804,-109.639013,,,,
2018-12-06 16:00:00,-34.961725,-64.805602,-404.921612,-117.807998,,,,
2018-12-06 17:00:00,-35.426575,-66.176075,-423.77035,-121.831489,,,,
2018-12-06 18:00:00,-34.808013,-65.081512,-422.347508,-119.919844,,,,
2018-12-06 19:00:00,-34.571391,-64.206995,-412.388982,-116.530613,,,,
2018-12-06 20:00:00,-33.885247,-63.086851,-396.139696,-111.171568,,,,
2018-12-06 21:00:00,-33.027926,-61.202579,-372.482881,-103.843684,,,,
2018-12-06 22:00:00,-32.028133,-58.582206,-341.479097,-94.639011,,,,
2018-12-06 23:00:00,-30.496635,-55.398137,-308.343395,-84.967477,,,,
2018-12-07 00:00:00,-29.806682,-53.768646,-286.767945,-78.740618,,,,
2018-12-07 01:00:00,-29.999169,-52.957587,-275.471865,-75.45305,,,,
2018-12-07 02:00:00,-30.416827,-52.669522,-270.517434,-73.666384,,,,
2018-12-07 03:00:00,-31.076808,-53.090171,-269.647114,-72.894141,,,,
2018-12-07 04:00:00,-32.247762,-54.129435,-273.436998,-72.929536,,,,
2018-12-07 05:00:00,-33.802358,-56.191476,-286.181244,-75.640085,,,,
2018-12-07 06:00:00,-35.381281,-58.988466,-314.874546,-83.46427,,,,
2018-12-07 07:00:00,-36.282341,-60.181387,-338.78431,-90.188923,,,,
2018-12-07 08:00:00,-36.280268,-59.411826,-336.948422,-89.262106,,,,
2018-12-07 09:00:00,-35.973558,-58.059884,-333.969985,-88.749077,,,,
2018-12-07 10:00:00,-35.780742,-57.398901,-334.720202,-88.538415,,,,
2018-12-07 11:00:00,-35.624356,-56.757205,-334.034492,-88.26617,,,,
2018-12-07 12:00:00,-35.348491,-56.264891,-334.01492,-88.15897,,,,
2018-12-07 13:00:00,-35.400871,-55.834234,-333.710728,-87.817899,,,,
2018-12-07 14:00:00,-36.431578,-56.948966,-340.92634,-90.140186,,,,
2018-12-07 15:00:00,-37.21784,-59.371352,-362.721109,-97.117836,,,,
2018-12-07 16:00:00,-37.886934,-61.112492,-383.315366,-105.74351,,,,
2018-12-07 17:00:00,-37.643349,-61.143685,-397.815022,-109.595601,,,,
2018-12-07 18:00:00,-36.61368,-59.320308,-394.613497,-107.637528,,,,
2018-12-07 19:00:00,-35.344736,-57.416858,-380.3125,-102.496002,,,,
2018-12-07 20:00:00,-34.023811,-55.210157,-358.574,-95.967713,,,,
2018-12-07 21:00:00,-32.712415,-53.166237,-338.928873,-90.207541,,,,
2018-12-07 22:00:00,-31.415021,-50.95859,-318.130069,-84.048527,,,,
2018-12-07 23:00:00,-29.847676,-48.404812,-294.582168,-77.544533,,,,
2018-12-08 00:00:00,-28.673422,-46.180958,-273.705085,-72.265763,,,,
2018-12-08 01:00:00,-27.96067,-44.801252,-260.662503,-69.693027,,,,
2018-12-08 02:00:00,-27.554751,-43.980527,-253.400124,-69.195938,,,,
2018-12-08 03:00:00,-27.45655,-43.73744,-249.791402,-69.443803,,,,
2018-12-08 04:00:00,-27.498302,-43.859352,-249.795695,-69.941535,,,,
2018-12-08 05:00:00,-27.734714,-44.639749,-252.834038,-71.815005,,,,
2018-12-08 06:00:00,-28.182024,-45.798163,-260.433341,-75.276541,,,,
2018-12-08 07:00:00,-29.120197,-47.464085,-275.566474,-81.110351,,,,
2018-12-08 08:00:00,-30.318331,-49.876525,-298.581116,-87.404603,,,,
2018-12-08 09:00:00,-31.076444,-51.296348,-318.9534,-93.728619,,,,
2018-12-08 10:00:00,-31.363712,-52.142027,-333.035182,-99.03729,,,,
2018-12-08 11:00:00,-31.788439,-52.752451,-342.632407,-101.924863,,,,
2018-12-08 12:00:00,-31.450215,-52.374889,-346.272718,-102.580884,,,,
2018-12-08 13:00:00,-31.367592,-52.084014,-345.117528,-102.277011,,,,
2018-12-08 14:00:00,-32.255752,-53.401589,-347.198691,-102.856448,,,,
2018-12-08 15:00:00,-32.598458,-55.607688,-363.009921,-106.170209,,,,
2018-12-08 16:00:00,-33.176601,-57.29681,-375.302313,-111.283936,,,,
2018-12-08 17:00:00,-32.71239,-57.162335,-381.445196,-112.868354,,,,
2018-12-08 18:00:00,-31.905052,-55.392057,-376.273327,-110.876569,,,,
2018-12-08 19:00:00,-30.715768,-53.657345,-360.824295,-105.449226,,,,
2018-12-08 20:00:00,-29.753637,-51.679301,-342.391658,-99.898773,,,,
2018-12-08 21:00:00,-28.734506,-49.869647,-323.921468,-94.876234,,,,
2018-12-08 22:00:00,-27.507232,-47.92227,-305.120906,-89.600803,,,,
2018-12-08 23:00:00,-26.188092,-45.554312,-283.100471,-83.542617,,,,
2018-12-09 00:00:00,-25.268966,-43.73394,-264.122642,-78.815488,,,,
2018-12-09 01:00:00,-24.727925,-42.394219,-251.802994,-75.725856,,,,
2018-12-09 02:00:00,-24.103166,-41.732491,-245.554363,-74.072717,,,,
2018-12-09 03:00:00,-24.168955,-41.407987,-243.335065,-73.346473,,,,
2018-12-09 04:00:00,-24.137166,-41.553041,-243.692366,-73.083513,,,,
2018-12-09 05:00:00,-24.397906,-42.199552,-246.872652,-73.875474,,,,
2018-12-09 06:00:00,-24.766362,-43.19075,-254.244116,-75.889751,,,,
2018-12-09 07:00:00,-25.466096,-44.731012,-267.761133,-79.931602,,,,
2018-12-09 08:00:00,-26.639556,-47.012245,-287.941928,-85.042111,,,,
2018-12-09 09:00:00,-27.288314,-48.434298,-310.716769,-90.811206,,,,
2018-12-09 10:00:00,-27.906599,-49.924985,-329.1032,-94.449794,,,,
2018-12-09 11:00:00,-27.899503,-50.601891,-339.436743,-96.076203,,,,
2018-12-09 12:00:00,-28.186196,-50.71179,-344.746425,-96.113534,,,,
2018-12-09 13:00:00,-28.676166,-50.736315,-344.591781,-95.33296,,,,
2018-12-09 14:00:00,-29.457219,-51.811059,-346.687216,-95.671395,,,,
2018-12-09 15:00:00,-30.269416,-54.456691,-362.841321,-100.709369,,,,
2018-12-09 16:00:00,-30.801757,-56.197116,-380.952423,-108.663624,,,,
2018-12-09 17:00:00,-30.592581,-56.017807,-393.313451,-112.582438,,,,
2018-12-09 18:00:00,-29.998843,-54.925876,-396.152871,-113.212439,,,,
2018-12-09 19:00:00,-29.463694,-53.639177,-389.464943,-111.608499,,,,
2018-12-09 20:00:00,-28.654352,-52.004256,-374.629292,-107.98075,,,,
2018-12-09 21:00:00,-27.218716,-49.864683,-352.113784,-103.02869,,,,
2018-12-09 22:00:00,-25.746245,-46.943782,-324.620534,-96.392218,,,,
2018-12-09 23:00:00,-24.016809,-43.933005,-297.377143,-89.212744,,,,
2018-12-10 00:00:00,-22.933152,-41.983325,-281.503298,-84.538551,,,,
2018-12-10 01:00:00,-22.469343,-41.061987,-275.019647,-82.46047,,,,
2018-12-10 02:00:00,-22.436848,-41.023534,-275.095935,-82.239396,,,,
2018-12-10 03:00:00,-22.516059,-41.337148,-277.453892,-82.556604,,,,
2018-12-10 04:00:00,-23.133019,-42.394336,-283.883027,-84.037851,,,,
2018-12-10 05:00:00,-24.214258,-44.632556,-299.822682,-88.59014,,,,
2018-12-10 06:00:00,-25.584916,-47.853464,-331.424141,-97.734728,,,,
2018-12-10 07:00:00,-26.299274,-49.508965,-354.983875,-104.922876,,,,
2018-12-10 08:00:00,-26.146172,-49.015854,-351.933476,-103.831527,,,,
2018-12-10 09:00:00,-25.897677,-48.001742,-346.219638,-101.932502,,,,
2018-12-10 10:00:00,-25.648063,-47.809708,-345.22924,-99.838011,,,,
2018-12-10 11:00:00,-26.00575,-47.834638,-344.506677,-98.181767,,,,
2018-12-10 12:00:00,-25.999691,-47.813468,-344.173912,-97.238339,,,,
2018-12-10 13:00:00,-26.306483,-47.771164,-341.806945,-96.629874,,,,
2018-12-10 14:00:00,-27.241848,-49.162052,-346.877975,-98.122913,,,,
2018-12-10 15:00:00,-28.285654,-51.97251,-369.768958,-104.748788,,,,
2018-12-10 16:00:00,-29.592121,-54.748887,-394.804009,-115.321288,,,,
2018-12-10 17:00:00,-30.135486,-55.794365,-416.423497,-121.304353,,,,
2018-12-10 18:00:00,-29.68015,-54.593371,-418.623854,-121.154498,,,,
