datetime,se1_metered_consumption_excluding_interruptible_load,se2_metered_consumption_excluding_interruptible_load,se3_metered_consumption_excluding_interruptible_load,se4_metered_consumption_excluding_interruptible_load,se1_interruptible_load,se2_interruptible_load,se3_interruptible_load,se4_interruptible_load,se1_profiled_supply_consumption,se2_profiled_supply_consumption,se3_profiled_supply_consumption,se4_profiled_supply_consumption,se1_metered_consumption_over_50mw,se2_metered_consumption_over_50mw,se3_metered_consumption_over_50mw,se4_metered_consumption_over_50mw,se1_energy_storage_consumption,se2_energy_storage_consumption,se3_energy_storage_consumption,se4_energy_storage_consumption
2020-01-12 23:00:00,-673.229474,-518.1016830000002,-4839.244915999999,-1172.6935330000008,-1.417061,-4.06,-31.543786,-1.776,-273.106198,-577.580447,-3727.797955,-1180.326648,-179.499,-527.303801,-795.7499200000001,-81.972002,,,,
2020-01-13 00:00:00,-663.2383999999998,-505.187466,-4727.0210910000005,-1153.098844999999,-1.4369399999999999,-4.34,-31.212494,-1.759,-264.577454,-557.172454,-3535.940381,-1113.821824,-167.571,-517.3602010000001,-765.35112,-85.832398,,,,
2020-01-13 01:00:00,-657.6837780000001,-498.1135549999999,-4714.533321000002,-1142.2464529999993,-2.462696,-4.5,-31.453046,-2.015,-263.098979,-548.602224,-3445.982139,-1077.542685,-178.29899999999998,-532.5202,-762.64238,-85.448997,,,,
2020-01-13 02:00:00,-674.055059,-504.30960600000026,-4701.982906000002,-1139.4934039999998,-12.176091000000001,-4.02,-31.862248,-2.065,-264.164718,-549.350352,-3424.460448,-1068.867863,-175.171,-546.9084,-771.7283899999999,-82.429799,,,,
2020-01-13 03:00:00,-674.3902449999998,-502.8908349999999,-4725.667211999999,-1155.1550889999999,-7.518035,-4.01,-31.087477999999997,-1.861,-270.143289,-558.665403,-3436.746092,-1074.030668,-174.514,-548.843999,-780.259621,-81.836998,,,,
2020-01-13 04:00:00,-682.3635479999999,-527.766714,-4865.7013670000015,-1195.4411589999997,-7.4766319999999995,-4.67,-31.175258,-2.216,-279.61673,-576.898687,-3499.015885,-1090.737437,-175.707,-552.6806,-770.9484050000001,-83.033402,,,,
2020-01-13 05:00:00,-699.789351,-565.4456110000001,-5203.129493999998,-1312.7653330000003,-8.097513000000001,-4.33,-32.949538,-1.705,-293.684714,-608.70895,-3683.120595,-1144.991416,-174.925,-551.6152010000001,-796.749596,-82.893601,,,,
2020-01-13 06:00:00,-745.9633449999999,-675.6139860000001,-6041.203566999999,-1588.5068949999998,-9.116724000000001,-4.32,-33.54801,-1.792,-310.319747,-651.353134,-4048.012477,-1264.29604,-172.6775,-551.758599,-833.1114010000001,-82.353,,,,
2020-01-13 07:00:00,-765.3221420000003,-763.1885930000001,-6756.404270000004,-1864.7951149999997,-1.954261,-4.4,-32.976354,-2.139,-315.705459,-670.843457,-4303.02804,-1354.5411,-173.13549999999998,-555.294999,-817.6164200000001,-82.6266,,,,
2020-01-13 08:00:00,-782.1832959999999,-802.4712290000003,-7072.938095999998,-1947.3261029999999,-1.964728,-4.42,-34.34051,-1.461,-311.359771,-662.650959,-4233.96211,-1349.219406,-182.869,-541.8138,-810.7974049999999,-82.410001,,,,
2020-01-13 09:00:00,-796.0144820000003,-811.1423499999999,-6984.600469000015,-1935.3297010000006,-1.8771050000000002,-4.640000000000001,-35.14091,-1.365,-304.368254,-648.67314,-4130.79244,-1328.485078,-179.0745,-539.2351990000001,-770.4861399999999,-80.614799,,,,
2020-01-13 10:00:00,-773.3146779999997,-805.7178970000002,-7018.788721999999,-1963.0618730000008,-1.8713480000000002,-3.74,-33.258646000000006,-1.632,-303.007662,-642.318258,-4084.718399,-1320.230446,-175.02800000000002,-539.3146,-805.1638099999999,-83.3988,,,,
2020-01-13 11:00:00,-766.1529870000003,-794.7707699999996,-7010.823259000008,-1960.1756339999995,-2.371888,-2.85,-32.40839,-1.56,-302.035822,-635.828691,-4032.481613,-1317.195703,-174.9975,-546.448,-797.739037,-83.6766,,,,
2020-01-13 12:00:00,-778.398056,-795.3136469999998,-6945.510735000004,-1895.8227190000005,-2.3860770000000002,-3.54,-31.330038000000002,-1.889,-299.28571,-625.682927,-3997.901732,-1303.949745,-178.7255,-575.550399,-805.744769,-82.9314,,,,
2020-01-13 13:00:00,-791.312612,-792.5623769999999,-6959.177233,-1908.0511589999987,-2.448109,-3.56,-32.187791999999995,-1.773,-297.658899,-615.865774,-3950.27512,-1288.243521,-183.40599999999998,-575.4272,-803.4387389999999,-80.341801,,,,
2020-01-13 14:00:00,-792.485283,-803.1541769999989,-6963.747777000001,-1900.2970349999985,-2.546179,-4.85,-32.550489999999996,-1.793,-306.533642,-625.586209,-3986.093258,-1297.13015,-178.1645,-576.343201,-786.161388,-81.959398,,,,
2020-01-13 15:00:00,-782.4621320000001,-808.4204220000005,-6976.199538000016,-1894.7401999999981,-3.773637,-5.279999999999999,-33.33037,-1.352,-319.248326,-668.570489,-4214.026413,-1359.438758,-176.472,-572.741599,-748.6339,-82.838398,,,,
2020-01-13 16:00:00,-758.6727129999997,-750.434645,-6835.317370000004,-1800.5069150000008,-2.0012410000000003,-4.609999999999999,-31.817334000000002,-1.942,-332.314735,-717.93774,-4662.558252,-1526.218092,-175.57049999999998,-580.072599,-749.1383619999999,-82.018796,,,,
2020-01-13 17:00:00,-752.2676379999999,-714.8283600000003,-6510.337815000003,-1725.9429490000002,-1.923311,-4.79,-32.53749,-1.801,-335.549758,-731.90776,-4977.24287,-1654.580917,-171.566,-579.8838,-775.1367319999999,-81.3852,,,,
2020-01-13 18:00:00,-732.2616480000002,-690.0200920000004,-6213.428921000013,-1649.714506999999,-2.039404,-4.1899999999999995,-32.373138,-2.234,-326.658522,-714.108179,-4992.99808,-1657.67957,-170.26299999999998,-583.1254,-814.5486899999999,-81.901203,,,,
2020-01-13 19:00:00,-727.058084,-666.013786,-6100.710605000004,-1590.119665999998,-2.045105,-4.02,-32.246354000000004,-1.981,-318.99976,-696.738184,-4856.812378,-1614.652284,-164.6395,-594.217,-817.617427,-81.519,,,,
2020-01-13 20:00:00,-721.3929699999998,-639.1770330000002,-5862.6696970000085,-1527.6815269999986,-2.033647,-4.26,-31.696222,-1.839,-309.809587,-678.86821,-4675.778179,-1542.505026,-169.39350000000002,-602.8473980000001,-804.8193199999998,-83.1744,,,,
2020-01-13 21:00:00,-720.6109129999998,-630.5230490000004,-5637.841977999999,-1451.6494020000002,-1.979366,-3.76,-31.070302,-2.166,-300.09478,-657.339324,-4392.991776,-1453.165037,-162.7385,-606.4586009999999,-769.591495,-82.997999,,,,
2020-01-13 22:00:00,-699.324749,-605.0542539999999,-5341.404764,-1375.1109179999996,-7.774801999999999,-4.51,-29.181778,-1.848,-283.9091,-623.045548,-4028.150395,-1338.778422,-154.5395,-601.4650029999999,-813.3127949999999,-82.689,,,,
2020-01-13 23:00:00,-686.3944839999999,-583.0840780000002,-5204.531407000003,-1306.390621,-9.458324,-4.09,-30.670334,-1.825,-267.908876,-588.674589,-3647.678475,-1227.557369,-158.5685,-602.3904,-813.1267599999999,-83.2194,,,,
2020-01-14 00:00:00,-663.198435,-556.6586390000001,-4942.111392999997,-1264.3972409999994,-16.903575,-4.4,-28.744149999999998,-1.914,-259.806981,-571.485695,-3473.645147,-1162.865779,-150.4205,-601.270201,-810.26148,-73.136999,,,,
2020-01-14 01:00:00,-652.1897020000001,-544.0668909999997,-4873.885456999997,-1243.3162999999997,-2.733651,-4.23,-29.074978,-1.967,-256.174517,-562.969276,-3381.177941,-1132.73622,-152.86100000000002,-602.025001,-778.4574660000001,-62.8356,,,,
2020-01-14 02:00:00,-638.942814,-538.6628280000001,-4865.138204000003,-1231.4256109999994,-1.3543599999999998,-3.83,-28.343334,-1.621,-256.256754,-561.113472,-3374.445594,-1124.740193,-160.633,-605.591597,-809.20791,-58.1694,,,,
2020-01-14 03:00:00,-638.0346079999999,-541.9627640000003,-4915.412771999994,-1264.804743,-1.351366,-5.16,-29.673170000000002,-1.567,-260.789466,-567.022082,-3396.766399,-1125.715236,-163.094,-580.5706010000001,-767.5740900000002,-57.239999,,,,
2020-01-14 04:00:00,-646.353846,-557.9206209999999,-5023.451645000005,-1283.9180099999994,-1.396522,-4.109999999999999,-29.93161,-1.781,-269.359799,-583.174698,-3453.03791,-1138.382358,-155.18099999999998,-576.7458009999999,-701.94002,-57.348598,,,,
2020-01-14 05:00:00,-665.222137,-596.1832950000003,-5282.956379000012,-1381.7463469999993,-1.442386,-4.25,-30.321918,-1.997,-285.050459,-610.453259,-3627.083216,-1188.864741,-160.98250000000002,-572.0996009999999,-725.62258,-56.472001,,,,
2020-01-14 06:00:00,-714.8011280000004,-691.3953659999997,-5995.77945,-1654.868437000001,-1.481066,-4.140000000000001,-32.074042,-1.723,-299.636739,-645.634618,-3966.707119,-1303.88876,-156.698,-566.085601,-689.7838300000001,-57.459601,,,,
2020-01-14 07:00:00,-759.3869540000001,-775.4672059999998,-6732.134388000007,-1911.7724240000002,-1.5130979999999998,-3.8099999999999996,-31.619028,-1.958,-305.97717,-655.091798,-4182.595961,-1391.629612,-151.6505,-561.1192,-652.78026,-63.1782,,,,
2020-01-14 08:00:00,-776.7455870000001,-802.2321899999998,-6934.422779000024,-1991.5145920000023,-1.548697,-4.57,-31.028806,-1.847,-302.699436,-640.645156,-4119.093531,-1388.75357,-158.515,-565.8338,-665.916876,-64.4244,,,,
2020-01-14 09:00:00,-774.6677379999998,-803.7377080000001,-6930.276476000016,-1971.4770430000003,-4.231779,-4.04,-29.825406,-1.51,-298.940459,-619.933705,-4020.381711,-1375.266579,-161.808,-564.651198,-662.2602509999999,-64.130402,,,,
2020-01-14 10:00:00,-752.4754509999999,-801.0050600000004,-6963.244044000006,-2008.675591000001,-2.337087,-4.17,-30.685614,-1.437,-295.862863,-614.962672,-4017.481444,-1384.497821,-167.317,-560.134597,-654.854284,-63.6876,,,,
2020-01-14 11:00:00,-757.5183900000001,-798.537565,-6958.941364999998,-2019.0776109999997,-2.277985,-3.24,-31.563102,-2.222,-295.190071,-614.129419,-4018.875826,-1392.77659,-166.1905,-565.9920000000001,-668.65382,-61.389001,,,,
2020-01-14 12:00:00,-763.3263259999999,-795.1822070000001,-6852.366718000003,-1961.482797,-1.5952920000000002,-3.11,-28.98103,-1.964,-291.094727,-611.164698,-4015.322771,-1382.483874,-164.5215,-560.2624010000001,-648.26005,-63.9144,,,,
2020-01-14 13:00:00,-780.1132759999999,-788.099788,-6838.083256000004,-1985.0967849999993,-1.492227,-3.51,-30.671966,-2.401,-288.602764,-605.884729,-3979.985316,-1348.763351,-144.2855,-561.507602,-659.414233,-65.123398,,,,
2020-01-14 14:00:00,-775.408909,-792.8973460000001,-6776.252764,-1962.2931569999987,-1.5020170000000002,-4.25,-28.131334000000003,-2.093,-295.682176,-608.457736,-3983.468248,-1328.173871,-145.63049999999998,-560.4863989999999,-624.7630899999999,-67.330801,,,,
2020-01-14 15:00:00,-766.008246,-789.6183500000001,-6761.145454999996,-1920.1402430000003,-1.501232,-4.54,-27.240882,-1.925,-307.829492,-640.884659,-4140.118798,-1361.923158,-165.4155,-560.7196,-653.9807900000001,-62.299801,,,,
2020-01-14 16:00:00,-751.6424580000001,-736.9581910000002,-6563.13875,-1819.0655700000004,-0.928766,-4.53,-25.915166,-1.869,-321.763395,-679.491855,-4491.356484,-1511.143228,-180.439,-552.8162,-668.4842620000001,-34.8582,,,,
2020-01-14 17:00:00,-733.60508,-669.0439960000002,-6339.586753999997,-1747.875149999999,-1.074447,-3.83,-25.71055,-2.003,-325.32711,-688.494465,-4806.085137,-1633.881679,-179.2265,-546.316,-723.5991589999999,-31.329,,,,
2020-01-14 18:00:00,-720.9771149999998,-627.8653120000002,-6052.453492999999,-1663.3843389999997,-1.175625,-3.87,-25.511502,-2.112,-316.300064,-670.815737,-4830.968401,-1625.093455,-175.497,-543.8516,-746.58569,-32.071799,,,,
2020-01-14 19:00:00,-733.6460910000002,-600.3808090000001,-5872.050294999997,-1603.5917969999994,-1.37212,-3.3,-24.689901999999996,-1.913,-307.171794,-653.457917,-4721.125483,-1574.739639,-178.132,-567.450799,-760.01664,-32.6994,,,,
2020-01-14 20:00:00,-712.0142520000002,-579.1722379999999,-5693.726861999998,-1540.4469770000005,-1.42366,-3.7,-26.160058,-1.823,-297.540534,-634.780609,-4514.506671,-1492.170658,-189.0285,-562.847801,-791.1474029999999,-30.9426,,,,
2020-01-14 21:00:00,-705.1096890000001,-563.2581389999999,-5491.737406000004,-1465.4622879999993,-1.359421,-4.02,-25.84171,-1.974,-286.34534,-611.841892,-4227.415921,-1394.217532,-187.48649999999998,-563.604001,-814.7003669999999,-54.6246,,,,
2020-01-14 22:00:00,-682.3545529999999,-535.861471,-5224.135902000002,-1389.4565999999984,-1.349498,-4.08,-25.481829999999995,-1.891,-270.162616,-577.10141,-3868.968806,-1271.349219,-177.0385,-567.514799,-833.43663,-58.415998,,,,
2020-01-14 23:00:00,-666.0942050000001,-515.929537,-5091.127672000001,-1303.8745979999999,-1.354867,-3.55,-25.913222,-1.931,-251.686574,-539.550902,-3500.956419,-1154.839242,-178.97050000000002,-565.855399,-793.261537,-58.501799,,,,
2020-01-15 00:00:00,-660.7952869999999,-497.13165999999984,-4868.765463000007,-1265.1387049999994,-1.344799,-3.71,-25.830906,-2.029,-243.506248,-518.532156,-3264.877845,-1085.249182,-180.767,-557.2308009999999,-764.93646,-62.007,,,,
2020-01-15 01:00:00,-642.090638,-508.6452829999995,-4797.181704000012,-1244.1357309999994,-1.3225980000000002,-3.9,-25.005006,-1.872,-240.985672,-508.098379,-3140.347899,-1040.463941,-182.555,-594.0365999999999,-776.458035,-59.7972,,,,
2020-01-15 02:00:00,-630.420215,-474.4933810000001,-4794.106978000002,-1224.5865780000004,-1.345914,-3.6500000000000004,-25.873354,-1.989,-240.958881,-507.482266,-3082.576436,-1016.280231,-186.2365,-600.2944,-717.70919,-59.113802,,,,
2020-01-15 03:00:00,-628.2387979999997,-472.43802500000004,-4832.870337999997,-1212.674294999999,-1.33562,-4.41,-26.806662000000003,-2.187,-245.268636,-512.202649,-3025.470856,-1007.470172,-183.89600000000002,-606.625401,-724.231699,-53.980799,,,,
2020-01-15 04:00:00,-651.7767629999998,-478.7784899999999,-4740.793523000021,-1229.2914239999977,-1.362046,-3.94,-26.281746000000002,-2.041,-254.994243,-524.752476,-3050.207137,-1010.31137,-187.185,-619.9737980000001,-727.4917040000001,-58.381198,,,,
2020-01-15 05:00:00,-666.2292279999999,-552.54124,-5019.4009719999995,-1354.567999,-1.375583,-4.6,-25.963154000000003,-1.848,-269.11172,-552.377742,-3162.143314,-1051.853346,-178.6695,-616.9338,-735.0119100000001,-45.941401,,,,
2020-01-15 06:00:00,-723.6133179999999,-628.9903629999998,-5740.4253539999945,-1601.656054999998,-1.39052,-3.94,-24.388354,-1.893,-287.053664,-591.859427,-3467.081598,-1158.639493,-177.0675,-614.788601,-730.7101319999999,-35.5938,,,,
2020-01-15 07:00:00,-758.551385,-714.500597,-6471.208036000002,-1864.7461879999992,-1.470594,-4.1,-23.831704000000002,-1.834,-294.748219,-608.575315,-3654.219175,-1240.845638,-180.265,-619.132199,-772.69595,-40.554601,,,,
2020-01-15 08:00:00,-756.23193,-742.7487989999998,-6694.133252999998,-1965.2252500000006,-1.4938060000000002,-4.3,-23.001884,-1.334,-292.713477,-598.501619,-3622.093813,-1235.636234,-183.4395,-613.172599,-769.97266,-36.705,,,,
2020-01-15 09:00:00,-773.0625780000003,-756.9834149999997,-6704.300051000001,-1932.940908,-1.522149,-3.06,-24.375647999999998,-1.47,-289.456712,-581.045756,-3538.129919,-1214.966294,-177.3675,-608.612,-762.01712,-37.066801,,,,
2020-01-15 10:00:00,-765.826957,-752.9504749999996,-6751.174450999997,-1985.4412980000004,-1.5489359999999999,-2.63,-24.463372,-1.897,-289.782164,-573.924906,-3537.000481,-1218.950083,-171.49099999999999,-606.561999,-778.531294,-35.9268,,,,
2020-01-15 11:00:00,-762.894941,-734.1332920000007,-6728.702897,-1975.1852189999986,-1.583192,-3.3000000000000003,-24.814512,-2.095,-291.226838,-571.564139,-3564.207366,-1224.330336,-171.6685,-607.053398,-764.6552800000001,-36.386399,,,,
2020-01-15 12:00:00,-799.6248799999997,-722.5670490000002,-6730.970175000001,-1928.328874999998,-1.617302,-3.33,-25.154874,-2.163,-291.817136,-564.281616,-3577.934436,-1223.369248,-182.2295,-584.4316,-765.8723299999999,-35.178,,,,
2020-01-15 13:00:00,-790.09349,-724.3159289999999,-6659.601940000005,-1921.9837900000005,-1.594933,-4.640000000000001,-25.154698,-1.718,-290.509072,-558.999488,-3551.245222,-1209.997978,-218.524,-590.533599,-741.634973,-33.8814,,,,
2020-01-15 14:00:00,-800.3673549999999,-737.0060040000002,-6670.508584000008,-1918.7503110000014,-1.6044930000000002,-4.82,-25.518924,-1.454,-299.668174,-568.770122,-3597.363582,-1221.184217,-210.052,-593.891999,-766.13798,-27.6966,,,,
2020-01-15 15:00:00,-807.4564989999999,-720.7813980000002,-6625.259616999999,-1901.014860999999,-1.596913,-4.98,-25.875272,-2.165,-316.269168,-612.594236,-3811.13576,-1273.163199,-215.32999999999998,-592.6945979999999,-756.166468,-27.7188,,,,
2020-01-15 16:00:00,-789.439348,-667.1498040000001,-6474.352430999996,-1783.71514,-1.589415,-4.140000000000001,-29.930822000000003,-2.04,-333.052622,-667.446335,-4238.398196,-1409.96406,-222.45,-595.6444,-754.308856,-27.7272,,,,
2020-01-15 17:00:00,-765.693579,-635.0230279999997,-6241.341589000005,-1708.8539169999995,-1.5473670000000002,-4.64,-30.955212000000003,-2.006,-337.398705,-684.475918,-4554.812402,-1508.592172,-220.87399999999997,-594.5802,-763.79096,-41.9466,,,,
2020-01-15 18:00:00,-754.652241,-609.981511,-6075.110338,-1589.662343,-1.4991750000000001,-4.279999999999999,-31.959861999999998,-1.91,-329.760979,-671.699375,-4577.270124,-1499.773423,-216.4445,-561.099001,-783.4558499999999,-57.303002,,,,
2020-01-15 19:00:00,-729.5548140000001,-585.440267,-5826.381553000007,-1554.2151290000006,-1.4624460000000001,-4.22,-32.48534,-1.773,-323.870375,-658.977124,-4474.519099,-1460.092405,-211.56,-555.0030029999999,-807.93784,-57.448799,,,,
2020-01-15 20:00:00,-727.096559,-586.3589049999999,-5641.910144000003,-1519.2889799999991,-1.469093,-4.02,-31.981294000000002,-1.953,-317.109063,-644.496345,-4279.945414,-1395.330157,-218.61450000000002,-548.2386020000001,-813.402872,-57.504,,,,
2020-01-15 21:00:00,-724.1328679999999,-572.9685230000003,-5424.44910099999,-1457.2716569999993,-1.4439669999999998,-3.66,-34.394526,-1.763,-306.038238,-624.462243,-4019.906538,-1318.211283,-209.4015,-558.414398,-816.51217,-63.813599,,,,
2020-01-15 22:00:00,-713.917668,-550.9708280000002,-5151.852216999996,-1392.1405050000008,-1.429182,-3.56,-33.896712,-1.813,-292.565181,-596.472902,-3693.339947,-1225.468105,-197.8585,-561.841196,-811.8826100000001,-66.053401,,,,
2020-01-15 23:00:00,-691.0794630000001,-527.5419240000001,-4959.415642999998,-1315.3932169999998,-1.426451,-3.86,-33.949805999999995,-1.95,-277.765821,-562.183892,-3346.23773,-1132.370538,-185.1615,-566.615602,-828.619334,-66.990602,,,,
2020-01-16 00:00:00,-672.7997949999999,-500.2730610000001,-4822.641472999999,-1277.4809840000003,-1.449182,-4.25,-34.206278,-1.787,-271.33796,-546.477839,-3152.700511,-1090.581857,-174.69050000000001,-585.192599,-821.21077,-66.9192,,,,
2020-01-16 01:00:00,-676.8974500000004,-493.1728059999997,-4659.307297000008,-1241.5443329999998,-1.4522709999999999,-4.21,-32.813662,-2.09,-268.229415,-542.754901,-3063.081009,-1073.775164,-181.6215,-603.970199,-775.7008820000001,-67.226399,,,,
2020-01-16 02:00:00,-679.650074,-493.8093580000002,-4650.476871999998,-1222.6704120000002,-1.4365269999999999,-3.66,-32.674226000000004,-1.922,-268.942797,-546.386599,-3042.136448,-1049.290466,-189.047,-614.7199999999999,-803.0695620000001,-66.598198,,,,
2020-01-16 03:00:00,-674.5875069999998,-502.95790299999953,-4712.90263300002,-1245.5983149999997,-1.432668,-4.4,-32.187870000000004,-1.934,-274.085883,-556.299038,-3050.984011,-1051.189436,-193.798,-600.851799,-815.22373,-62.3916,,,,
2020-01-16 04:00:00,-680.2055990000001,-514.0767889999997,-4779.105868000017,-1279.3055910000003,-1.4526480000000002,-3.71,-32.288654,-1.845,-283.480793,-575.547136,-3097.861359,-1070.053646,-191.018,-601.1111999999999,-828.87983,-48.984601,,,,
2020-01-16 05:00:00,-704.343089,-554.543727,-5085.761886000017,-1370.184601999999,-1.463049,-4.73,-31.959434,-1.988,-299.0723,-608.046046,-3266.929481,-1122.174478,-180.5465,-607.378602,-791.7023320000002,-37.659001,,,,
2020-01-16 06:00:00,-763.7188579999995,-647.3609720000004,-5870.096922000004,-1626.1151400000003,-1.4683,-4.68,-25.333350000000003,-1.947,-315.608461,-651.770863,-3610.951383,-1231.867205,-178.1015,-603.3284000000001,-766.6145700000001,-39.478201,,,,
2020-01-16 07:00:00,-786.2185490000005,-737.297911,-6658.657399000006,-1898.7251289999995,-1.515389,-4.7,-24.513778,-1.529,-323.312142,-674.411987,-3863.737474,-1326.874542,-174.673,-612.138401,-768.6730699999999,-42.4038,,,,
2020-01-16 08:00:00,-795.310187,-764.06459,-6900.990393999999,-1994.1698890000025,-1.529157,-5.27,-26.57589,-2.197,-321.247259,-667.367066,-3795.177716,-1313.241805,-165.46949999999998,-613.981,-769.8051599999999,-40.9194,,,,
2020-01-16 09:00:00,-797.2535619999992,-762.23309,-6843.146031000025,-1961.6411739999985,-1.579829,-4.82,-28.352086,-1.892,-315.183449,-655.568597,-3704.785518,-1286.712769,-194.968,-618.7558,-769.64116,-47.1438,,,,
2020-01-16 10:00:00,-791.6380740000001,-760.1379060000002,-6892.216498000011,-1993.7690330000028,-1.613693,-3.94,-28.482286000000002,-1.746,-315.862462,-645.173805,-3699.570853,-1277.999159,-197.36849999999998,-605.757598,-751.36213,-57.812399,,,,
2020-01-16 11:00:00,-779.4856300000002,-767.2731430000002,-6919.234749000004,-1994.470089,-1.596371,-4.22,-31.794094,-2.025,-315.146374,-632.097874,-3677.262146,-1267.442733,-199.7345,-553.994601,-760.13975,-71.3034,,,,
2020-01-16 12:00:00,-785.9315949999998,-760.5796560000001,-6836.255181000037,-1935.225829999999,-1.5524930000000001,-4.02,-33.646546,-1.995,-312.846013,-617.342814,-3643.435567,-1251.640262,-155.1665,-613.3952,-755.9938300000001,-71.947799,,,,
2020-01-16 13:00:00,-816.4163330000003,-768.7585490000008,-6847.803607000012,-1941.9521749999983,-1.576534,-4.33,-30.453462000000002,-2.017,-313.389522,-607.190773,-3596.691032,-1230.145393,-151.2145,-610.3680009999999,-765.9083,-75.874799,,,,
2020-01-16 14:00:00,-831.002451,-774.5452000000005,-6822.490660000017,-1918.6477870000017,-1.606052,-4.18,-28.960374,-1.73,-320.900826,-616.756702,-3623.474552,-1232.939599,-158.61849999999998,-620.288599,-783.89515,-73.112402,,,,
2020-01-16 15:00:00,-836.3402060000001,-769.9293690000001,-6727.911817999995,-1885.9200580000004,-1.610085,-3.9400000000000004,-28.868541999999998,-2.02,-339.135881,-660.281611,-3817.230016,-1289.906766,-197.37300000000002,-622.6428000000001,-760.28834,-74.666999,,,,
2020-01-16 16:00:00,-800.9181340000001,-738.5790279999998,-6595.6986200000065,-1815.9614899999963,-1.596124,-4.42,-29.93037,-1.82,-357.795218,-718.644415,-4267.136056,-1460.853489,-204.18949999999998,-626.557801,-789.005257,-75.173999,,,,
2020-01-16 17:00:00,-792.6626300000003,-705.2066009999991,-6388.529204000005,-1731.8224819999996,-1.537661,-5.470000000000001,-29.187573999999998,-2.015,-358.206432,-734.551361,-4599.336116,-1590.762341,-191.694,-620.990403,-688.5207400000002,-78.185403,,,,
2020-01-16 18:00:00,-782.25219,-677.5585850000003,-6158.308378000007,-1672.8874919999998,-1.524409,-4.26,-27.903834,-1.923,-350.769724,-719.670691,-4633.047082,-1604.341276,-162.87850000000003,-612.589401,-703.2748509999999,-81.530998,,,,
2020-01-16 19:00:00,-778.69769,-658.3747220000004,-5985.266123999999,-1615.9623720000009,-3.236789,-4.74,-27.436346,-1.945,-342.46288,-703.906406,-4533.836793,-1554.79789,-179.64799999999997,-625.1250010000001,-733.9721199999999,-81.3624,,,,
2020-01-16 20:00:00,-746.2169159999999,-646.2833670000001,-5757.314799000011,-1562.7022220000003,-1.4489969999999999,-3.99,-28.535274,-1.997,-332.805677,-681.576121,-4353.899597,-1494.329648,-185.15550000000002,-618.237199,-718.1888900000001,-82.747199,,,,
2020-01-16 21:00:00,-745.0566770000001,-620.8278059999999,-5529.854186999995,-1474.935406999999,-1.467464,-4.369999999999999,-29.428262000000004,-1.83,-321.85208,-657.652143,-4101.110946,-1419.779731,-183.09699999999998,-611.9728,-734.80561,-84.140998,,,,
2020-01-16 22:00:00,-716.501581,-564.296624,-5307.643350999998,-1400.3002509999994,-1.4590049999999999,-4.470000000000001,-28.873818000000004,-1.919,-304.931903,-623.122365,-3791.927173,-1317.976672,-172.0045,-623.9837979999999,-739.1627510000001,-85.294802,,,,
2020-01-16 23:00:00,-695.159725,-544.3648670000001,-5129.169711000002,-1338.5332959999987,-1.454,-4.46,-29.241954,-1.813,-286.381062,-584.040171,-3439.901939,-1212.368187,-159.7845,-612.5785999999999,-744.865958,-85.468201,,,,
2020-01-17 00:00:00,-682.1288310000001,-514.6819539999999,-4922.093005000003,-1271.6485200000018,-1.4558010000000001,-4.08,-35.703718,-2.164,-278.380857,-562.39042,-3229.84009,-1157.101392,-171.2545,-604.8608,-728.170447,-85.614601,,,,
2020-01-17 01:00:00,-681.2975469999997,-533.5488929999997,-4839.84731500002,-1249.5337740000007,-1.445081,-4.61,-39.6911,-1.744,-274.725825,-551.357665,-3130.707956,-1131.939699,-184.8885,-593.3864020000001,-704.655064,-87.074998,,,,
2020-01-17 02:00:00,-681.8289030000001,-540.6447140000001,-4820.210527999992,-1241.5067240000008,-1.465322,-4.25,-39.115446,-2.1,-276.209479,-548.274714,-3107.407405,-1124.602812,-184.19449999999998,-591.0420009999999,-700.112532,-85.741204,,,,
2020-01-17 03:00:00,-688.3247370000004,-532.658503,-4776.202816000001,-1243.8897089999987,-1.473279,-3.84,-38.022366,-2.166,-279.862055,-550.48045,-3118.52925,-1126.029967,-193.384,-590.617801,-733.226509,-85.168201,,,,
2020-01-17 04:00:00,-694.1252,-543.0381010000001,-4861.361994000004,-1269.715139999997,-1.48484,-4.0,-38.352380000000004,-1.959,-288.507404,-559.560878,-3154.428285,-1141.274201,-199.11849999999998,-578.0618010000001,-711.175541,-84.474002,,,,
2020-01-17 05:00:00,-686.5215559999999,-579.6515880000009,-5162.130734000003,-1375.238147,-1.479444,-4.33,-39.334414,-1.804,-301.323489,-584.995713,-3314.281974,-1186.130006,-194.191,-569.716601,-733.27549,-88.150201,,,,
2020-01-17 06:00:00,-743.0998430000001,-680.1637799999997,-5945.917256000017,-1623.4150429999977,-1.468362,-3.83,-40.582094,-1.887,-315.994917,-621.785083,-3650.834651,-1304.918827,-207.22850000000003,-564.5352009999999,-751.518928,-90.184799,,,,
2020-01-17 07:00:00,-782.000462,-760.277794,-6631.846190000012,-1888.7800160000024,-1.497703,-3.84,-40.30721200000001,-1.607,-322.624705,-638.619097,-3929.6614,-1393.679662,-202.5945,-571.990002,-783.6364599999999,-89.291401,,,,
2020-01-17 08:00:00,-804.0379439999998,-788.9977760000002,-6899.169525000009,-1956.3644399999987,-1.526078,-4.43,-40.83987,-1.55,-320.211385,-631.139898,-3911.6289,-1383.769185,-221.35999999999999,-564.525001,-776.8735039999999,-90.8898,,,,
