datetime,se3_metered_consumption_excluding_interruptible_load,se3_interruptible_load,se3_profiled_supply_consumption,se3_metered_consumption_over_50mw,se3_energy_storage_consumption
2018-01-03 20:00:00,-6794.401253,-42.893756,-5002.494335,,
2018-01-03 21:00:00,-6523.539492,-44.841078,-4710.016039,,
2018-01-03 22:00:00,-6334.0903020000005,-43.049766,-4394.700487,,
2018-01-03 23:00:00,-6073.755907,-37.601856,-4017.752821,,
2018-01-04 00:00:00,-5847.510077999999,-34.672042,-3780.101275,,
2018-01-04 01:00:00,-5753.872105000001,-33.72397,-3649.249778,,
2018-01-04 02:00:00,-5699.343255,-32.834962,-3598.310826,,
2018-01-04 03:00:00,-5742.716495000001,-36.864098,-3589.342208,,
2018-01-04 04:00:00,-5744.985453000001,-38.849326,-3637.629707,,
2018-01-04 05:00:00,-6041.066021000001,-38.42017,-3772.603256,,
2018-01-04 06:00:00,-6676.497090000001,-38.44587,-4031.82154,,
2018-01-04 07:00:00,-7345.290133000001,-35.607598,-4229.110588,,
2018-01-04 08:00:00,-7644.8399469999995,-32.885498,-4387.279205,,
2018-01-04 09:00:00,-7628.922349,-34.021946,-4464.803292,,
2018-01-04 10:00:00,-7762.948404,-38.244938,-4573.532855,,
2018-01-04 11:00:00,-7837.798677999999,-39.009498,-4623.111814,,
2018-01-04 12:00:00,-7854.895683999999,-32.52501,-4702.960017,,
2018-01-04 13:00:00,-7812.416136,-30.987642,-4677.608626,,
2018-01-04 14:00:00,-7819.6422219999995,-33.478726,-4693.162206,,
