"MTU (UTC)","Area","Production Type","Generation (MW)"
"02/06/2023 16:00:00 - 02/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 17:00:00 - 02/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 18:00:00 - 02/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 19:00:00 - 02/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 20:00:00 - 02/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 21:00:00 - 02/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 22:00:00 - 02/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"02/06/2023 23:00:00 - 03/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 00:00:00 - 03/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 01:00:00 - 03/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 02:00:00 - 03/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 03:00:00 - 03/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 04:00:00 - 03/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 05:00:00 - 03/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 06:00:00 - 03/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 07:00:00 - 03/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 08:00:00 - 03/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 09:00:00 - 03/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 10:00:00 - 03/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 11:00:00 - 03/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 12:00:00 - 03/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 13:00:00 - 03/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 14:00:00 - 03/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 15:00:00 - 03/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 16:00:00 - 03/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 17:00:00 - 03/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 18:00:00 - 03/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 19:00:00 - 03/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 20:00:00 - 03/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 21:00:00 - 03/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 22:00:00 - 03/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"03/06/2023 23:00:00 - 04/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 00:00:00 - 04/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 01:00:00 - 04/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 02:00:00 - 04/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 03:00:00 - 04/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 04:00:00 - 04/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 05:00:00 - 04/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 06:00:00 - 04/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 07:00:00 - 04/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 08:00:00 - 04/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 09:00:00 - 04/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 10:00:00 - 04/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 11:00:00 - 04/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 12:00:00 - 04/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 13:00:00 - 04/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 14:00:00 - 04/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 15:00:00 - 04/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 16:00:00 - 04/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 17:00:00 - 04/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 18:00:00 - 04/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 19:00:00 - 04/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 20:00:00 - 04/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 21:00:00 - 04/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 22:00:00 - 04/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"04/06/2023 23:00:00 - 05/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 00:00:00 - 05/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 01:00:00 - 05/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 02:00:00 - 05/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 03:00:00 - 05/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 04:00:00 - 05/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 05:00:00 - 05/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 06:00:00 - 05/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 07:00:00 - 05/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 08:00:00 - 05/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 09:00:00 - 05/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 10:00:00 - 05/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 11:00:00 - 05/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 12:00:00 - 05/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 13:00:00 - 05/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 14:00:00 - 05/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 15:00:00 - 05/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 16:00:00 - 05/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 17:00:00 - 05/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 18:00:00 - 05/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 19:00:00 - 05/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 20:00:00 - 05/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 21:00:00 - 05/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 22:00:00 - 05/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"05/06/2023 23:00:00 - 06/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 00:00:00 - 06/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 01:00:00 - 06/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 02:00:00 - 06/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 03:00:00 - 06/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 04:00:00 - 06/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 05:00:00 - 06/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 06:00:00 - 06/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 07:00:00 - 06/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 08:00:00 - 06/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 09:00:00 - 06/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 10:00:00 - 06/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 11:00:00 - 06/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 12:00:00 - 06/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 13:00:00 - 06/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 14:00:00 - 06/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 15:00:00 - 06/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 16:00:00 - 06/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 17:00:00 - 06/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 18:00:00 - 06/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 19:00:00 - 06/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 20:00:00 - 06/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 21:00:00 - 06/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 22:00:00 - 06/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"06/06/2023 23:00:00 - 07/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 00:00:00 - 07/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 01:00:00 - 07/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 02:00:00 - 07/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 03:00:00 - 07/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 04:00:00 - 07/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 05:00:00 - 07/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 06:00:00 - 07/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 07:00:00 - 07/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 08:00:00 - 07/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 09:00:00 - 07/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 10:00:00 - 07/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 11:00:00 - 07/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 12:00:00 - 07/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 13:00:00 - 07/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 14:00:00 - 07/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 15:00:00 - 07/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 16:00:00 - 07/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 17:00:00 - 07/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 18:00:00 - 07/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 19:00:00 - 07/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 20:00:00 - 07/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 21:00:00 - 07/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 22:00:00 - 07/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"07/06/2023 23:00:00 - 08/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 00:00:00 - 08/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 01:00:00 - 08/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 02:00:00 - 08/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 03:00:00 - 08/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 04:00:00 - 08/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 05:00:00 - 08/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 06:00:00 - 08/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 07:00:00 - 08/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 08:00:00 - 08/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 09:00:00 - 08/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 10:00:00 - 08/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 11:00:00 - 08/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 12:00:00 - 08/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 13:00:00 - 08/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 14:00:00 - 08/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 15:00:00 - 08/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 16:00:00 - 08/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 17:00:00 - 08/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 18:00:00 - 08/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 19:00:00 - 08/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 20:00:00 - 08/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 21:00:00 - 08/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 22:00:00 - 08/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"08/06/2023 23:00:00 - 09/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 00:00:00 - 09/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 01:00:00 - 09/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 02:00:00 - 09/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 03:00:00 - 09/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 04:00:00 - 09/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 05:00:00 - 09/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 06:00:00 - 09/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 07:00:00 - 09/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 08:00:00 - 09/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 09:00:00 - 09/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 10:00:00 - 09/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 11:00:00 - 09/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 12:00:00 - 09/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 13:00:00 - 09/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 14:00:00 - 09/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 15:00:00 - 09/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 16:00:00 - 09/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 17:00:00 - 09/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 18:00:00 - 09/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 19:00:00 - 09/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 20:00:00 - 09/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 21:00:00 - 09/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 22:00:00 - 09/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"09/06/2023 23:00:00 - 10/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 00:00:00 - 10/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 01:00:00 - 10/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 02:00:00 - 10/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 03:00:00 - 10/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 04:00:00 - 10/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 05:00:00 - 10/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 06:00:00 - 10/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 07:00:00 - 10/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 08:00:00 - 10/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 09:00:00 - 10/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 10:00:00 - 10/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 11:00:00 - 10/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 12:00:00 - 10/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 13:00:00 - 10/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 14:00:00 - 10/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 15:00:00 - 10/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 16:00:00 - 10/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 17:00:00 - 10/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 18:00:00 - 10/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 19:00:00 - 10/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 20:00:00 - 10/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 21:00:00 - 10/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 22:00:00 - 10/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"10/06/2023 23:00:00 - 11/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 00:00:00 - 11/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 01:00:00 - 11/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 02:00:00 - 11/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 03:00:00 - 11/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 04:00:00 - 11/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 05:00:00 - 11/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 06:00:00 - 11/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 07:00:00 - 11/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 08:00:00 - 11/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 09:00:00 - 11/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 10:00:00 - 11/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 11:00:00 - 11/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 12:00:00 - 11/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 13:00:00 - 11/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 14:00:00 - 11/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 15:00:00 - 11/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 16:00:00 - 11/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 17:00:00 - 11/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 18:00:00 - 11/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 19:00:00 - 11/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 20:00:00 - 11/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 21:00:00 - 11/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 22:00:00 - 11/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"11/06/2023 23:00:00 - 12/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 00:00:00 - 12/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 01:00:00 - 12/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 02:00:00 - 12/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 03:00:00 - 12/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 04:00:00 - 12/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 05:00:00 - 12/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 06:00:00 - 12/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 07:00:00 - 12/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 08:00:00 - 12/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 09:00:00 - 12/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 10:00:00 - 12/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 11:00:00 - 12/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 12:00:00 - 12/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 13:00:00 - 12/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 14:00:00 - 12/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 15:00:00 - 12/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 16:00:00 - 12/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 17:00:00 - 12/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 18:00:00 - 12/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 19:00:00 - 12/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 20:00:00 - 12/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 21:00:00 - 12/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 22:00:00 - 12/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"12/06/2023 23:00:00 - 13/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 00:00:00 - 13/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 01:00:00 - 13/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 02:00:00 - 13/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 03:00:00 - 13/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 04:00:00 - 13/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 05:00:00 - 13/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 06:00:00 - 13/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 07:00:00 - 13/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 08:00:00 - 13/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 09:00:00 - 13/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 10:00:00 - 13/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 11:00:00 - 13/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 12:00:00 - 13/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 13:00:00 - 13/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 14:00:00 - 13/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 15:00:00 - 13/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 16:00:00 - 13/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 17:00:00 - 13/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 18:00:00 - 13/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 19:00:00 - 13/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 20:00:00 - 13/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 21:00:00 - 13/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 22:00:00 - 13/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"13/06/2023 23:00:00 - 14/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 00:00:00 - 14/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 01:00:00 - 14/06/2023 02:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 02:00:00 - 14/06/2023 03:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 03:00:00 - 14/06/2023 04:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 04:00:00 - 14/06/2023 05:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 05:00:00 - 14/06/2023 06:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 06:00:00 - 14/06/2023 07:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 07:00:00 - 14/06/2023 08:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 08:00:00 - 14/06/2023 09:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 09:00:00 - 14/06/2023 10:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 10:00:00 - 14/06/2023 11:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 11:00:00 - 14/06/2023 12:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 12:00:00 - 14/06/2023 13:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 13:00:00 - 14/06/2023 14:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 14:00:00 - 14/06/2023 15:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 15:00:00 - 14/06/2023 16:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 16:00:00 - 14/06/2023 17:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 17:00:00 - 14/06/2023 18:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 18:00:00 - 14/06/2023 19:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 19:00:00 - 14/06/2023 20:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 20:00:00 - 14/06/2023 21:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 21:00:00 - 14/06/2023 22:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 22:00:00 - 14/06/2023 23:00:00","CTA|SE","Energy storage","n/e"
"14/06/2023 23:00:00 - 15/06/2023 00:00:00","CTA|SE","Energy storage","n/e"
"15/06/2023 00:00:00 - 15/06/2023 01:00:00","CTA|SE","Energy storage","n/e"
