"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/04/2022 10:00 - 04/04/2022 11:00","CTA|SE","19520.00","19029.00"
"04/04/2022 11:00 - 04/04/2022 12:00","CTA|SE","19306.00","18886.00"
"04/04/2022 12:00 - 04/04/2022 13:00","CTA|SE","19136.00","18809.00"
"04/04/2022 13:00 - 04/04/2022 14:00","CTA|SE","18802.00","18726.00"
"04/04/2022 14:00 - 04/04/2022 15:00","CTA|SE","18801.00","18523.00"
"04/04/2022 15:00 - 04/04/2022 16:00","CTA|SE","18944.00","18526.00"
"04/04/2022 16:00 - 04/04/2022 17:00","CTA|SE","18917.00","18410.00"
"04/04/2022 17:00 - 04/04/2022 18:00","CTA|SE","18566.00","18432.00"
"04/04/2022 18:00 - 04/04/2022 19:00","CTA|SE","17648.00","18450.00"
"04/04/2022 19:00 - 04/04/2022 20:00","CTA|SE","16983.00","18019.00"
"04/04/2022 20:00 - 04/04/2022 21:00","CTA|SE","16556.00","17278.00"
"04/04/2022 21:00 - 04/04/2022 22:00","CTA|SE","16036.00","16593.00"
"04/04/2022 22:00 - 04/04/2022 23:00","CTA|SE","16037.00","15931.00"
"04/04/2022 23:00 - 05/04/2022 00:00","CTA|SE","15978.00","15737.00"
"05/04/2022 00:00 - 05/04/2022 01:00","CTA|SE","15937.00","15741.00"
"05/04/2022 01:00 - 05/04/2022 02:00","CTA|SE","16063.00","15847.00"
"05/04/2022 02:00 - 05/04/2022 03:00","CTA|SE","16352.00","16114.00"
"05/04/2022 03:00 - 05/04/2022 04:00","CTA|SE","17645.00","16728.00"
"05/04/2022 04:00 - 05/04/2022 05:00","CTA|SE","19203.00","18085.00"
"05/04/2022 05:00 - 05/04/2022 06:00","CTA|SE","20212.00","19195.00"
"05/04/2022 06:00 - 05/04/2022 07:00","CTA|SE","20593.00","19413.00"
"05/04/2022 07:00 - 05/04/2022 08:00","CTA|SE","20542.00","19214.00"
"05/04/2022 08:00 - 05/04/2022 09:00","CTA|SE","19776.00","19010.00"
"05/04/2022 09:00 - 05/04/2022 10:00","CTA|SE","19148.00","18845.00"
"05/04/2022 10:00 - 05/04/2022 11:00","CTA|SE","18259.00","18647.00"
"05/04/2022 11:00 - 05/04/2022 12:00","CTA|SE","17806.00","18502.00"
"05/04/2022 12:00 - 05/04/2022 13:00","CTA|SE","17803.00","18369.00"
"05/04/2022 13:00 - 05/04/2022 14:00","CTA|SE","18237.00","18326.00"
"05/04/2022 14:00 - 05/04/2022 15:00","CTA|SE","18368.00","18189.00"
"05/04/2022 15:00 - 05/04/2022 16:00","CTA|SE","18605.00","18307.00"
"05/04/2022 16:00 - 05/04/2022 17:00","CTA|SE","18769.00","18264.00"
"05/04/2022 17:00 - 05/04/2022 18:00","CTA|SE","19179.00","18384.00"
"05/04/2022 18:00 - 05/04/2022 19:00","CTA|SE","19338.00","18577.00"
"05/04/2022 19:00 - 05/04/2022 20:00","CTA|SE","18337.00","18191.00"
"05/04/2022 20:00 - 05/04/2022 21:00","CTA|SE","17883.00","17489.00"
"05/04/2022 21:00 - 05/04/2022 22:00","CTA|SE","17249.00","16790.00"
"05/04/2022 22:00 - 05/04/2022 23:00","CTA|SE","16869.00","16373.00"
"05/04/2022 23:00 - 06/04/2022 00:00","CTA|SE","16579.00","16150.00"
"06/04/2022 00:00 - 06/04/2022 01:00","CTA|SE","16288.00","16136.00"
"06/04/2022 01:00 - 06/04/2022 02:00","CTA|SE","16389.00","16237.00"
"06/04/2022 02:00 - 06/04/2022 03:00","CTA|SE","16741.00","16508.00"
"06/04/2022 03:00 - 06/04/2022 04:00","CTA|SE","17255.00","17170.00"
"06/04/2022 04:00 - 06/04/2022 05:00","CTA|SE","18476.00","18644.00"
"06/04/2022 05:00 - 06/04/2022 06:00","CTA|SE","19740.00","19834.00"
"06/04/2022 06:00 - 06/04/2022 07:00","CTA|SE","19785.00","20034.00"
"06/04/2022 07:00 - 06/04/2022 08:00","CTA|SE","19534.00","19788.00"
"06/04/2022 08:00 - 06/04/2022 09:00","CTA|SE","19462.00","19553.00"
"06/04/2022 09:00 - 06/04/2022 10:00","CTA|SE","19242.00","19368.00"
"06/04/2022 10:00 - 06/04/2022 11:00","CTA|SE","18802.00","19118.00"
"06/04/2022 11:00 - 06/04/2022 12:00","CTA|SE","18223.00","18908.00"
"06/04/2022 12:00 - 06/04/2022 13:00","CTA|SE","17699.00","18729.00"
"06/04/2022 13:00 - 06/04/2022 14:00","CTA|SE","18095.00","18558.00"
"06/04/2022 14:00 - 06/04/2022 15:00","CTA|SE","18303.00","18318.00"
"06/04/2022 15:00 - 06/04/2022 16:00","CTA|SE","18684.00","18416.00"
"06/04/2022 16:00 - 06/04/2022 17:00","CTA|SE","18462.00","18249.00"
"06/04/2022 17:00 - 06/04/2022 18:00","CTA|SE","18502.00","18262.00"
"06/04/2022 18:00 - 06/04/2022 19:00","CTA|SE","18689.00","18392.00"
"06/04/2022 19:00 - 06/04/2022 20:00","CTA|SE","18279.00","17892.00"
"06/04/2022 20:00 - 06/04/2022 21:00","CTA|SE","17507.00","17048.00"
"06/04/2022 21:00 - 06/04/2022 22:00","CTA|SE","16515.00","16226.00"
"06/04/2022 22:00 - 06/04/2022 23:00","CTA|SE","16129.00","15690.00"
"06/04/2022 23:00 - 07/04/2022 00:00","CTA|SE","16051.00","15435.00"
"07/04/2022 00:00 - 07/04/2022 01:00","CTA|SE","15881.00","15393.00"
"07/04/2022 01:00 - 07/04/2022 02:00","CTA|SE","15833.00","15463.00"
"07/04/2022 02:00 - 07/04/2022 03:00","CTA|SE","16019.00","15702.00"
"07/04/2022 03:00 - 07/04/2022 04:00","CTA|SE","16729.00","16339.00"
"07/04/2022 04:00 - 07/04/2022 05:00","CTA|SE","17880.00","17800.00"
"07/04/2022 05:00 - 07/04/2022 06:00","CTA|SE","19183.00","19067.00"
"07/04/2022 06:00 - 07/04/2022 07:00","CTA|SE","19401.00","19420.00"
"07/04/2022 07:00 - 07/04/2022 08:00","CTA|SE","19447.00","19396.00"
"07/04/2022 08:00 - 07/04/2022 09:00","CTA|SE","19144.00","19369.00"
"07/04/2022 09:00 - 07/04/2022 10:00","CTA|SE","19085.00","19324.00"
"07/04/2022 10:00 - 07/04/2022 11:00","CTA|SE","19037.00","19217.00"
"07/04/2022 11:00 - 07/04/2022 12:00","CTA|SE","19233.00","19070.00"
"07/04/2022 12:00 - 07/04/2022 13:00","CTA|SE","19100.00","18876.00"
"07/04/2022 13:00 - 07/04/2022 14:00","CTA|SE","19137.00","18791.00"
"07/04/2022 14:00 - 07/04/2022 15:00","CTA|SE","18552.00","18537.00"
"07/04/2022 15:00 - 07/04/2022 16:00","CTA|SE","18678.00","18558.00"
"07/04/2022 16:00 - 07/04/2022 17:00","CTA|SE","18503.00","18380.00"
"07/04/2022 17:00 - 07/04/2022 18:00","CTA|SE","18599.00","18349.00"
"07/04/2022 18:00 - 07/04/2022 19:00","CTA|SE","18607.00","18428.00"
"07/04/2022 19:00 - 07/04/2022 20:00","CTA|SE","18043.00","17928.00"
"07/04/2022 20:00 - 07/04/2022 21:00","CTA|SE","16829.00","17115.00"
"07/04/2022 21:00 - 07/04/2022 22:00","CTA|SE","15616.00","16318.00"
"07/04/2022 22:00 - 07/04/2022 23:00","CTA|SE","15053.00","16133.00"
"07/04/2022 23:00 - 08/04/2022 00:00","CTA|SE","15112.00","15806.00"
"08/04/2022 00:00 - 08/04/2022 01:00","CTA|SE","14920.00","15729.00"
"08/04/2022 01:00 - 08/04/2022 02:00","CTA|SE","15490.00","15779.00"
"08/04/2022 02:00 - 08/04/2022 03:00","CTA|SE","16308.00","16004.00"
"08/04/2022 03:00 - 08/04/2022 04:00","CTA|SE","17121.00","16598.00"
"08/04/2022 04:00 - 08/04/2022 05:00","CTA|SE","18092.00","18007.00"
"08/04/2022 05:00 - 08/04/2022 06:00","CTA|SE","19415.00","19295.00"
"08/04/2022 06:00 - 08/04/2022 07:00","CTA|SE","19692.00","19677.00"
"08/04/2022 07:00 - 08/04/2022 08:00","CTA|SE","19843.00","19661.00"
"08/04/2022 08:00 - 08/04/2022 09:00","CTA|SE","19929.00","19663.00"
"08/04/2022 09:00 - 08/04/2022 10:00","CTA|SE","19918.00","19615.00"
"08/04/2022 10:00 - 08/04/2022 11:00","CTA|SE","19950.00","19462.00"
"08/04/2022 11:00 - 08/04/2022 12:00","CTA|SE","19721.00","19132.00"
"08/04/2022 12:00 - 08/04/2022 13:00","CTA|SE","19375.00","18737.00"
"08/04/2022 13:00 - 08/04/2022 14:00","CTA|SE","19186.00","18461.00"
"08/04/2022 14:00 - 08/04/2022 15:00","CTA|SE","19377.00","18231.00"
"08/04/2022 15:00 - 08/04/2022 16:00","CTA|SE","19442.00","18186.00"
"08/04/2022 16:00 - 08/04/2022 17:00","CTA|SE","19189.00","17989.00"
"08/04/2022 17:00 - 08/04/2022 18:00","CTA|SE","19195.00","17860.00"
"08/04/2022 18:00 - 08/04/2022 19:00","CTA|SE","18906.00","17810.00"
"08/04/2022 19:00 - 08/04/2022 20:00","CTA|SE","18251.00","17438.00"
"08/04/2022 20:00 - 08/04/2022 21:00","CTA|SE","17775.00","16957.00"
"08/04/2022 21:00 - 08/04/2022 22:00","CTA|SE","17291.00","16424.00"
"08/04/2022 22:00 - 08/04/2022 23:00","CTA|SE","16977.00","16398.00"
"08/04/2022 23:00 - 09/04/2022 00:00","CTA|SE","16672.00","16158.00"
"09/04/2022 00:00 - 09/04/2022 01:00","CTA|SE","16465.00","16091.00"
"09/04/2022 01:00 - 09/04/2022 02:00","CTA|SE","16452.00","16111.00"
"09/04/2022 02:00 - 09/04/2022 03:00","CTA|SE","16323.00","16175.00"
"09/04/2022 03:00 - 09/04/2022 04:00","CTA|SE","16461.00","16256.00"
"09/04/2022 04:00 - 09/04/2022 05:00","CTA|SE","16462.00","16458.00"
"09/04/2022 05:00 - 09/04/2022 06:00","CTA|SE","16801.00","16820.00"
"09/04/2022 06:00 - 09/04/2022 07:00","CTA|SE","17078.00","17362.00"
"09/04/2022 07:00 - 09/04/2022 08:00","CTA|SE","17169.00","17682.00"
"09/04/2022 08:00 - 09/04/2022 09:00","CTA|SE","16801.00","17823.00"
"09/04/2022 09:00 - 09/04/2022 10:00","CTA|SE","16949.00","17778.00"
"09/04/2022 10:00 - 09/04/2022 11:00","CTA|SE","16780.00","17660.00"
"09/04/2022 11:00 - 09/04/2022 12:00","CTA|SE","16627.00","17427.00"
"09/04/2022 12:00 - 09/04/2022 13:00","CTA|SE","16554.00","17164.00"
"09/04/2022 13:00 - 09/04/2022 14:00","CTA|SE","16286.00","16935.00"
"09/04/2022 14:00 - 09/04/2022 15:00","CTA|SE","16354.00","16827.00"
"09/04/2022 15:00 - 09/04/2022 16:00","CTA|SE","16652.00","16922.00"
"09/04/2022 16:00 - 09/04/2022 17:00","CTA|SE","17008.00","16993.00"
"09/04/2022 17:00 - 09/04/2022 18:00","CTA|SE","16989.00","16960.00"
"09/04/2022 18:00 - 09/04/2022 19:00","CTA|SE","17046.00","17036.00"
"09/04/2022 19:00 - 09/04/2022 20:00","CTA|SE","16442.00","16857.00"
"09/04/2022 20:00 - 09/04/2022 21:00","CTA|SE","15887.00","16405.00"
"09/04/2022 21:00 - 09/04/2022 22:00","CTA|SE","15314.00","15964.00"
"09/04/2022 22:00 - 09/04/2022 23:00","CTA|SE","15238.00","15606.00"
"09/04/2022 23:00 - 10/04/2022 00:00","CTA|SE","15169.00","15400.00"
"10/04/2022 00:00 - 10/04/2022 01:00","CTA|SE","14882.00","15318.00"
"10/04/2022 01:00 - 10/04/2022 02:00","CTA|SE","14865.00","15312.00"
"10/04/2022 02:00 - 10/04/2022 03:00","CTA|SE","14892.00","15369.00"
"10/04/2022 03:00 - 10/04/2022 04:00","CTA|SE","14772.00","15436.00"
"10/04/2022 04:00 - 10/04/2022 05:00","CTA|SE","14864.00","15532.00"
"10/04/2022 05:00 - 10/04/2022 06:00","CTA|SE","15141.00","15752.00"
"10/04/2022 06:00 - 10/04/2022 07:00","CTA|SE","15323.00","16216.00"
"10/04/2022 07:00 - 10/04/2022 08:00","CTA|SE","15438.00","16550.00"
"10/04/2022 08:00 - 10/04/2022 09:00","CTA|SE","15317.00","16723.00"
"10/04/2022 09:00 - 10/04/2022 10:00","CTA|SE","15334.00","16743.00"
"10/04/2022 10:00 - 10/04/2022 11:00","CTA|SE","15280.00","16631.00"
"10/04/2022 11:00 - 10/04/2022 12:00","CTA|SE","15053.00","16473.00"
"10/04/2022 12:00 - 10/04/2022 13:00","CTA|SE","14994.00","16287.00"
"10/04/2022 13:00 - 10/04/2022 14:00","CTA|SE","15003.00","16148.00"
"10/04/2022 14:00 - 10/04/2022 15:00","CTA|SE","15282.00","16215.00"
"10/04/2022 15:00 - 10/04/2022 16:00","CTA|SE","15899.00","16448.00"
"10/04/2022 16:00 - 10/04/2022 17:00","CTA|SE","16320.00","16662.00"
"10/04/2022 17:00 - 10/04/2022 18:00","CTA|SE","16922.00","16900.00"
"10/04/2022 18:00 - 10/04/2022 19:00","CTA|SE","17161.00","17088.00"
"10/04/2022 19:00 - 10/04/2022 20:00","CTA|SE","16571.00","16822.00"
"10/04/2022 20:00 - 10/04/2022 21:00","CTA|SE","16082.00","16218.00"
"10/04/2022 21:00 - 10/04/2022 22:00","CTA|SE","15773.00","15631.00"
"10/04/2022 22:00 - 10/04/2022 23:00","CTA|SE","15471.00","14960.00"
"10/04/2022 23:00 - 11/04/2022 00:00","CTA|SE","15446.00","14836.00"
"11/04/2022 00:00 - 11/04/2022 01:00","CTA|SE","15400.00","14831.00"
"11/04/2022 01:00 - 11/04/2022 02:00","CTA|SE","15339.00","14953.00"
"11/04/2022 02:00 - 11/04/2022 03:00","CTA|SE","15575.00","15252.00"
"11/04/2022 03:00 - 11/04/2022 04:00","CTA|SE","16498.00","15981.00"
"11/04/2022 04:00 - 11/04/2022 05:00","CTA|SE","17776.00","17547.00"
"11/04/2022 05:00 - 11/04/2022 06:00","CTA|SE","18950.00","18779.00"
"11/04/2022 06:00 - 11/04/2022 07:00","CTA|SE","18891.00","18962.00"
"11/04/2022 07:00 - 11/04/2022 08:00","CTA|SE","18425.00","18672.00"
"11/04/2022 08:00 - 11/04/2022 09:00","CTA|SE","17873.00","18415.00"
"11/04/2022 09:00 - 11/04/2022 10:00","CTA|SE","17135.00","18136.00"
"11/04/2022 10:00 - 11/04/2022 11:00","CTA|SE","17023.00","17855.00"
"11/04/2022 11:00 - 11/04/2022 12:00","CTA|SE","16750.00","17592.00"
"11/04/2022 12:00 - 11/04/2022 13:00","CTA|SE","16546.00","17363.00"
"11/04/2022 13:00 - 11/04/2022 14:00","CTA|SE","16578.00","17270.00"
"11/04/2022 14:00 - 11/04/2022 15:00","CTA|SE","16439.00","17107.00"
"11/04/2022 15:00 - 11/04/2022 16:00","CTA|SE","17020.00","17272.00"
"11/04/2022 16:00 - 11/04/2022 17:00","CTA|SE","17173.00","17291.00"
"11/04/2022 17:00 - 11/04/2022 18:00","CTA|SE","17692.00","17420.00"
"11/04/2022 18:00 - 11/04/2022 19:00","CTA|SE","17866.00","17575.00"
"11/04/2022 19:00 - 11/04/2022 20:00","CTA|SE","17382.00","17279.00"
"11/04/2022 20:00 - 11/04/2022 21:00","CTA|SE","16682.00","16540.00"
"11/04/2022 21:00 - 11/04/2022 22:00","CTA|SE","15872.00","15829.00"
"11/04/2022 22:00 - 11/04/2022 23:00","CTA|SE","15524.00","14975.00"
"11/04/2022 23:00 - 12/04/2022 00:00","CTA|SE","15237.00","14795.00"
"12/04/2022 00:00 - 12/04/2022 01:00","CTA|SE","15494.00","14780.00"
"12/04/2022 01:00 - 12/04/2022 02:00","CTA|SE","15676.00","14909.00"
"12/04/2022 02:00 - 12/04/2022 03:00","CTA|SE","15906.00","15231.00"
"12/04/2022 03:00 - 12/04/2022 04:00","CTA|SE","16428.00","15970.00"
"12/04/2022 04:00 - 12/04/2022 05:00","CTA|SE","17466.00","17521.00"
"12/04/2022 05:00 - 12/04/2022 06:00","CTA|SE","18775.00","18733.00"
"12/04/2022 06:00 - 12/04/2022 07:00","CTA|SE","18792.00","18804.00"
"12/04/2022 07:00 - 12/04/2022 08:00","CTA|SE","18290.00","18378.00"
"12/04/2022 08:00 - 12/04/2022 09:00","CTA|SE","17593.00","18020.00"
"12/04/2022 09:00 - 12/04/2022 10:00","CTA|SE","17197.00","17714.00"
"12/04/2022 10:00 - 12/04/2022 11:00","CTA|SE","16703.00","17377.00"
"12/04/2022 11:00 - 12/04/2022 12:00","CTA|SE","16321.00","17101.00"
"12/04/2022 12:00 - 12/04/2022 13:00","CTA|SE","16336.00","16908.00"
"12/04/2022 13:00 - 12/04/2022 14:00","CTA|SE","16127.00","16827.00"
"12/04/2022 14:00 - 12/04/2022 15:00","CTA|SE","16210.00","16642.00"
"12/04/2022 15:00 - 12/04/2022 16:00","CTA|SE","16840.00","16786.00"
"12/04/2022 16:00 - 12/04/2022 17:00","CTA|SE","16908.00","16690.00"
"12/04/2022 17:00 - 12/04/2022 18:00","CTA|SE","17240.00","16788.00"
"12/04/2022 18:00 - 12/04/2022 19:00","CTA|SE","17361.00","17000.00"
"12/04/2022 19:00 - 12/04/2022 20:00","CTA|SE","16979.00","16692.00"
"12/04/2022 20:00 - 12/04/2022 21:00","CTA|SE","16166.00","15924.00"
"12/04/2022 21:00 - 12/04/2022 22:00","CTA|SE","15449.00","15104.00"
"12/04/2022 22:00 - 12/04/2022 23:00","CTA|SE","15199.00","14710.00"
"12/04/2022 23:00 - 13/04/2022 00:00","CTA|SE","14950.00","14529.00"
"13/04/2022 00:00 - 13/04/2022 01:00","CTA|SE","14821.00","14491.00"
"13/04/2022 01:00 - 13/04/2022 02:00","CTA|SE","14733.00","14562.00"
"13/04/2022 02:00 - 13/04/2022 03:00","CTA|SE","15027.00","14779.00"
"13/04/2022 03:00 - 13/04/2022 04:00","CTA|SE","15532.00","15360.00"
"13/04/2022 04:00 - 13/04/2022 05:00","CTA|SE","16730.00","16672.00"
"13/04/2022 05:00 - 13/04/2022 06:00","CTA|SE","17849.00","17773.00"
"13/04/2022 06:00 - 13/04/2022 07:00","CTA|SE","18524.00","17986.00"
"13/04/2022 07:00 - 13/04/2022 08:00","CTA|SE","18445.00","17824.00"
"13/04/2022 08:00 - 13/04/2022 09:00","CTA|SE","18285.00","17714.00"
"13/04/2022 09:00 - 13/04/2022 10:00","CTA|SE","17774.00","17633.00"
"13/04/2022 10:00 - 13/04/2022 11:00","CTA|SE","17007.00","17501.00"
"13/04/2022 11:00 - 13/04/2022 12:00","CTA|SE","16911.00","17311.00"
"13/04/2022 12:00 - 13/04/2022 13:00","CTA|SE","16698.00","17098.00"
"13/04/2022 13:00 - 13/04/2022 14:00","CTA|SE","16979.00","17037.00"
"13/04/2022 14:00 - 13/04/2022 15:00","CTA|SE","16973.00","16884.00"
"13/04/2022 15:00 - 13/04/2022 16:00","CTA|SE","17453.00","16975.00"
"13/04/2022 16:00 - 13/04/2022 17:00","CTA|SE","17770.00","16815.00"
"13/04/2022 17:00 - 13/04/2022 18:00","CTA|SE","17928.00","16778.00"
"13/04/2022 18:00 - 13/04/2022 19:00","CTA|SE","17680.00","16834.00"
"13/04/2022 19:00 - 13/04/2022 20:00","CTA|SE","17041.00","16445.00"
"13/04/2022 20:00 - 13/04/2022 21:00","CTA|SE","15905.00","15686.00"
"13/04/2022 21:00 - 13/04/2022 22:00","CTA|SE","15341.00","14940.00"
"13/04/2022 22:00 - 13/04/2022 23:00","CTA|SE","14978.00","14620.00"
"13/04/2022 23:00 - 14/04/2022 00:00","CTA|SE","14869.00","14369.00"
"14/04/2022 00:00 - 14/04/2022 01:00","CTA|SE","14799.00","14270.00"
"14/04/2022 01:00 - 14/04/2022 02:00","CTA|SE","14675.00","14344.00"
"14/04/2022 02:00 - 14/04/2022 03:00","CTA|SE","14718.00","14568.00"
"14/04/2022 03:00 - 14/04/2022 04:00","CTA|SE","15416.00","15102.00"
"14/04/2022 04:00 - 14/04/2022 05:00","CTA|SE","16475.00","16190.00"
"14/04/2022 05:00 - 14/04/2022 06:00","CTA|SE","17657.00","17183.00"
"14/04/2022 06:00 - 14/04/2022 07:00","CTA|SE","18181.00","17468.00"
"14/04/2022 07:00 - 14/04/2022 08:00","CTA|SE","18613.00","17486.00"
"14/04/2022 08:00 - 14/04/2022 09:00","CTA|SE","18415.00","17439.00"
"14/04/2022 09:00 - 14/04/2022 10:00","CTA|SE","18178.00","17328.00"
"14/04/2022 10:00 - 14/04/2022 11:00","CTA|SE","18108.00","17111.00"
"14/04/2022 11:00 - 14/04/2022 12:00","CTA|SE","17907.00","16874.00"
"14/04/2022 12:00 - 14/04/2022 13:00","CTA|SE","17624.00","16587.00"
"14/04/2022 13:00 - 14/04/2022 14:00","CTA|SE","17359.00","16386.00"
"14/04/2022 14:00 - 14/04/2022 15:00","CTA|SE","17393.00","16216.00"
"14/04/2022 15:00 - 14/04/2022 16:00","CTA|SE","17602.00","16249.00"
"14/04/2022 16:00 - 14/04/2022 17:00","CTA|SE","17476.00","16154.00"
"14/04/2022 17:00 - 14/04/2022 18:00","CTA|SE","17461.00","16041.00"
"14/04/2022 18:00 - 14/04/2022 19:00","CTA|SE","17179.00","16116.00"
"14/04/2022 19:00 - 14/04/2022 20:00","CTA|SE","16487.00","15716.00"
"14/04/2022 20:00 - 14/04/2022 21:00","CTA|SE","15480.00","15060.00"
"14/04/2022 21:00 - 14/04/2022 22:00","CTA|SE","15136.00","14422.00"
"14/04/2022 22:00 - 14/04/2022 23:00","CTA|SE","14473.00","14433.00"
"14/04/2022 23:00 - 15/04/2022 00:00","CTA|SE","14261.00","14236.00"
"15/04/2022 00:00 - 15/04/2022 01:00","CTA|SE","14181.00","14161.00"
"15/04/2022 01:00 - 15/04/2022 02:00","CTA|SE","14203.00","14258.00"
"15/04/2022 02:00 - 15/04/2022 03:00","CTA|SE","14365.00","14408.00"
"15/04/2022 03:00 - 15/04/2022 04:00","CTA|SE","14405.00","14613.00"
"15/04/2022 04:00 - 15/04/2022 05:00","CTA|SE","14806.00","14965.00"
"15/04/2022 05:00 - 15/04/2022 06:00","CTA|SE","15175.00","15420.00"
"15/04/2022 06:00 - 15/04/2022 07:00","CTA|SE","15887.00","15810.00"
"15/04/2022 07:00 - 15/04/2022 08:00","CTA|SE","15984.00","16059.00"
"15/04/2022 08:00 - 15/04/2022 09:00","CTA|SE","15804.00","16092.00"
"15/04/2022 09:00 - 15/04/2022 10:00","CTA|SE","15579.00","15919.00"
"15/04/2022 10:00 - 15/04/2022 11:00","CTA|SE","15170.00","15701.00"
"15/04/2022 11:00 - 15/04/2022 12:00","CTA|SE","14749.00","15389.00"
"15/04/2022 12:00 - 15/04/2022 13:00","CTA|SE","14373.00","15116.00"
"15/04/2022 13:00 - 15/04/2022 14:00","CTA|SE","14260.00","14982.00"
"15/04/2022 14:00 - 15/04/2022 15:00","CTA|SE","14276.00","15032.00"
"15/04/2022 15:00 - 15/04/2022 16:00","CTA|SE","14510.00","15201.00"
"15/04/2022 16:00 - 15/04/2022 17:00","CTA|SE","14847.00","15214.00"
"15/04/2022 17:00 - 15/04/2022 18:00","CTA|SE","15173.00","15326.00"
"15/04/2022 18:00 - 15/04/2022 19:00","CTA|SE","15544.00","15600.00"
"15/04/2022 19:00 - 15/04/2022 20:00","CTA|SE","15467.00","15543.00"
"15/04/2022 20:00 - 15/04/2022 21:00","CTA|SE","15126.00","15252.00"
"15/04/2022 21:00 - 15/04/2022 22:00","CTA|SE","14691.00","14827.00"
"15/04/2022 22:00 - 15/04/2022 23:00","CTA|SE","14528.00","14470.00"
"15/04/2022 23:00 - 16/04/2022 00:00","CTA|SE","14259.00","14326.00"
"16/04/2022 00:00 - 16/04/2022 01:00","CTA|SE","14313.00","14265.00"
"16/04/2022 01:00 - 16/04/2022 02:00","CTA|SE","14470.00","14335.00"
"16/04/2022 02:00 - 16/04/2022 03:00","CTA|SE","14685.00","14433.00"
"16/04/2022 03:00 - 16/04/2022 04:00","CTA|SE","14709.00","14578.00"
"16/04/2022 04:00 - 16/04/2022 05:00","CTA|SE","14638.00","14654.00"
"16/04/2022 05:00 - 16/04/2022 06:00","CTA|SE","14935.00","14824.00"
"16/04/2022 06:00 - 16/04/2022 07:00","CTA|SE","15154.00","15113.00"
"16/04/2022 07:00 - 16/04/2022 08:00","CTA|SE","14804.00","15268.00"
"16/04/2022 08:00 - 16/04/2022 09:00","CTA|SE","14404.00","15258.00"
"16/04/2022 09:00 - 16/04/2022 10:00","CTA|SE","13898.00","15052.00"
"16/04/2022 10:00 - 16/04/2022 11:00","CTA|SE","13332.00","14781.00"
"16/04/2022 11:00 - 16/04/2022 12:00","CTA|SE","12941.00","14523.00"
"16/04/2022 12:00 - 16/04/2022 13:00","CTA|SE","12542.00","14204.00"
"16/04/2022 13:00 - 16/04/2022 14:00","CTA|SE","12685.00","14063.00"
"16/04/2022 14:00 - 16/04/2022 15:00","CTA|SE","12977.00","14184.00"
"16/04/2022 15:00 - 16/04/2022 16:00","CTA|SE","13407.00","14416.00"
"16/04/2022 16:00 - 16/04/2022 17:00","CTA|SE","13886.00","14476.00"
"16/04/2022 17:00 - 16/04/2022 18:00","CTA|SE","14289.00","14563.00"
"16/04/2022 18:00 - 16/04/2022 19:00","CTA|SE","14382.00","14801.00"
"16/04/2022 19:00 - 16/04/2022 20:00","CTA|SE","13874.00","14666.00"
"16/04/2022 20:00 - 16/04/2022 21:00","CTA|SE","13496.00","14341.00"
"16/04/2022 21:00 - 16/04/2022 22:00","CTA|SE","13386.00","13935.00"
"16/04/2022 22:00 - 16/04/2022 23:00","CTA|SE","13066.00","13336.00"
"16/04/2022 23:00 - 17/04/2022 00:00","CTA|SE","13060.00","13196.00"
"17/04/2022 00:00 - 17/04/2022 01:00","CTA|SE","13154.00","13154.00"
"17/04/2022 01:00 - 17/04/2022 02:00","CTA|SE","13121.00","13252.00"
"17/04/2022 02:00 - 17/04/2022 03:00","CTA|SE","13058.00","13346.00"
"17/04/2022 03:00 - 17/04/2022 04:00","CTA|SE","13042.00","13513.00"
"17/04/2022 04:00 - 17/04/2022 05:00","CTA|SE","13341.00","13598.00"
"17/04/2022 05:00 - 17/04/2022 06:00","CTA|SE","13902.00","13764.00"
"17/04/2022 06:00 - 17/04/2022 07:00","CTA|SE","14082.00","14093.00"
"17/04/2022 07:00 - 17/04/2022 08:00","CTA|SE","13896.00","14392.00"
"17/04/2022 08:00 - 17/04/2022 09:00","CTA|SE","13603.00","14467.00"
"17/04/2022 09:00 - 17/04/2022 10:00","CTA|SE","13338.00","14368.00"
"17/04/2022 10:00 - 17/04/2022 11:00","CTA|SE","12871.00","14104.00"
"17/04/2022 11:00 - 17/04/2022 12:00","CTA|SE","12677.00","13690.00"
"17/04/2022 12:00 - 17/04/2022 13:00","CTA|SE","12481.00","13398.00"
"17/04/2022 13:00 - 17/04/2022 14:00","CTA|SE","12284.00","13199.00"
"17/04/2022 14:00 - 17/04/2022 15:00","CTA|SE","12439.00","13330.00"
"17/04/2022 15:00 - 17/04/2022 16:00","CTA|SE","13038.00","13659.00"
"17/04/2022 16:00 - 17/04/2022 17:00","CTA|SE","13685.00","13867.00"
"17/04/2022 17:00 - 17/04/2022 18:00","CTA|SE","14083.00","14135.00"
"17/04/2022 18:00 - 17/04/2022 19:00","CTA|SE","14375.00","14415.00"
"17/04/2022 19:00 - 17/04/2022 20:00","CTA|SE","14420.00","14296.00"
"17/04/2022 20:00 - 17/04/2022 21:00","CTA|SE","13845.00","13808.00"
"17/04/2022 21:00 - 17/04/2022 22:00","CTA|SE","13550.00","13369.00"
